"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Age Band , Sex , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_020_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Age Band , Sex , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Men' ","'Firm choice' ",35
2015 ,"'Group M Law' ","'21 and over' ","'Men' ","'Insurance choice' ",65
2015 ,"'Group M Law' ","'21 and over' ","'Men' ","'Other main scheme choice' ",185
2015 ,"'Group M Law' ","'21 and over' ","'Men' ","'Extra' ",35
2015 ,"'Group M Law' ","'21 and over' ","'Men' ","'Adjustment' ",5
2015 ,"'Group M Law' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",100
2015 ,"'Group M Law' ","'21 and over' ","'Men' ","'Direct Clearing' ",180
2015 ,"'Group M Law' ","'21 and over' ","'Men' ","'RPA' ",240
2015 ,"'Group M Law' ","'21 and over' ","'Women' ","'Firm choice' ",1505
2015 ,"'Group M Law' ","'21 and over' ","'Women' ","'Insurance choice' ",100
2015 ,"'Group M Law' ","'21 and over' ","'Women' ","'Other main scheme choice' ",210
2015 ,"'Group M Law' ","'21 and over' ","'Women' ","'Extra' ",40
2015 ,"'Group M Law' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",170
2015 ,"'Group M Law' ","'21 and over' ","'Women' ","'Direct Clearing' ",235
2015 ,"'Group M Law' ","'21 and over' ","'Women' ","'RPA' ",290
2015 ,"'Group N Business and Admin studies' ","'17 and under' ","'Men' ","'Firm choice' ",300
2015 ,"'Group N Business and Admin studies' ","'17 and under' ","'Men' ","'Insurance choice' ",55
2015 ,"'Group N Business and Admin studies' ","'17 and under' ","'Men' ","'Other main scheme choice' ",20
2015 ,"'Group N Business and Admin studies' ","'17 and under' ","'Men' ","'Extra' ",5
2015 ,"'Group N Business and Admin studies' ","'17 and under' ","'Men' ","'Main scheme Clearing' ",30
2015 ,"'Group N Business and Admin studies' ","'17 and under' ","'Men' ","'Direct Clearing' ",5
2015 ,"'Group N Business and Admin studies' ","'17 and under' ","'Men' ","'RPA' ",25
2015 ,"'Group N Business and Admin studies' ","'17 and under' ","'Women' ","'Firm choice' ",385
2015 ,"'Group N Business and Admin studies' ","'17 and under' ","'Women' ","'Insurance choice' ",80
2015 ,"'Group N Business and Admin studies' ","'17 and under' ","'Women' ","'Other main scheme choice' ",15
2015 ,"'Group N Business and Admin studies' ","'17 and under' ","'Women' ","'Main scheme Clearing' ",55
2015 ,"'Group N Business and Admin studies' ","'17 and under' ","'Women' ","'Direct Clearing' ",10
2015 ,"'Group N Business and Admin studies' ","'17 and under' ","'Women' ","'RPA' ",45
2015 ,"'Group N Business and Admin studies' ","'18' ","'Men' ","'Firm choice' ",10125
2015 ,"'Group N Business and Admin studies' ","'18' ","'Men' ","'Insurance choice' ",1905
2015 ,"'Group N Business and Admin studies' ","'18' ","'Men' ","'Other main scheme choice' ",120
2015 ,"'Group N Business and Admin studies' ","'18' ","'Men' ","'Extra' ",135
2015 ,"'Group N Business and Admin studies' ","'18' ","'Men' ","'Adjustment' ",60
2015 ,"'Group N Business and Admin studies' ","'18' ","'Men' ","'Main scheme Clearing' ",1880
2015 ,"'Group N Business and Admin studies' ","'18' ","'Men' ","'Direct Clearing' ",150
2015 ,"'Group N Business and Admin studies' ","'18' ","'Men' ","'RPA' ",240
2015 ,"'Group N Business and Admin studies' ","'18' ","'Women' ","'Firm choice' ",10305
2015 ,"'Group N Business and Admin studies' ","'18' ","'Women' ","'Insurance choice' ",1555
2015 ,"'Group N Business and Admin studies' ","'18' ","'Women' ","'Other main scheme choice' ",100
2015 ,"'Group N Business and Admin studies' ","'18' ","'Women' ","'Extra' ",165
2015 ,"'Group N Business and Admin studies' ","'18' ","'Women' ","'Adjustment' ",50
2015 ,"'Group N Business and Admin studies' ","'18' ","'Women' ","'Main scheme Clearing' ",1580
2015 ,"'Group N Business and Admin studies' ","'18' ","'Women' ","'Direct Clearing' ",115
2015 ,"'Group N Business and Admin studies' ","'18' ","'Women' ","'RPA' ",215
2015 ,"'Group N Business and Admin studies' ","'19' ","'Men' ","'Firm choice' ",5580
2015 ,"'Group N Business and Admin studies' ","'19' ","'Men' ","'Insurance choice' ",740
2015 ,"'Group N Business and Admin studies' ","'19' ","'Men' ","'Other main scheme choice' ",200
2015 ,"'Group N Business and Admin studies' ","'19' ","'Men' ","'Extra' ",90
2015 ,"'Group N Business and Admin studies' ","'19' ","'Men' ","'Adjustment' ",25
2015 ,"'Group N Business and Admin studies' ","'19' ","'Men' ","'Main scheme Clearing' ",995
2015 ,"'Group N Business and Admin studies' ","'19' ","'Men' ","'Direct Clearing' ",335
2015 ,"'Group N Business and Admin studies' ","'19' ","'Men' ","'RPA' ",420
2015 ,"'Group N Business and Admin studies' ","'19' ","'Women' ","'Firm choice' ",5115
2015 ,"'Group N Business and Admin studies' ","'19' ","'Women' ","'Insurance choice' ",535
2015 ,"'Group N Business and Admin studies' ","'19' ","'Women' ","'Other main scheme choice' ",195
2015 ,"'Group N Business and Admin studies' ","'19' ","'Women' ","'Extra' ",90
2015 ,"'Group N Business and Admin studies' ","'19' ","'Women' ","'Adjustment' ",15
2015 ,"'Group N Business and Admin studies' ","'19' ","'Women' ","'Main scheme Clearing' ",735
2015 ,"'Group N Business and Admin studies' ","'19' ","'Women' ","'Direct Clearing' ",225
2015 ,"'Group N Business and Admin studies' ","'19' ","'Women' ","'RPA' ",375
2015 ,"'Group N Business and Admin studies' ","'20' ","'Men' ","'Firm choice' ",2105
2015 ,"'Group N Business and Admin studies' ","'20' ","'Men' ","'Insurance choice' ",160
2015 ,"'Group N Business and Admin studies' ","'20' ","'Men' ","'Other main scheme choice' ",175
2015 ,"'Group N Business and Admin studies' ","'20' ","'Men' ","'Extra' ",40
2015 ,"'Group N Business and Admin studies' ","'20' ","'Men' ","'Adjustment' ",5
2015 ,"'Group N Business and Admin studies' ","'20' ","'Men' ","'Main scheme Clearing' ",300
2015 ,"'Group N Business and Admin studies' ","'20' ","'Men' ","'Direct Clearing' ",275
2015 ,"'Group N Business and Admin studies' ","'20' ","'Men' ","'RPA' ",440
2015 ,"'Group N Business and Admin studies' ","'20' ","'Women' ","'Firm choice' ",2150
2015 ,"'Group N Business and Admin studies' ","'20' ","'Women' ","'Insurance choice' ",150
2015 ,"'Group N Business and Admin studies' ","'20' ","'Women' ","'Other main scheme choice' ",145
2015 ,"'Group N Business and Admin studies' ","'20' ","'Women' ","'Extra' ",55
2015 ,"'Group N Business and Admin studies' ","'20' ","'Women' ","'Main scheme Clearing' ",245
2015 ,"'Group N Business and Admin studies' ","'20' ","'Women' ","'Direct Clearing' ",195
2015 ,"'Group N Business and Admin studies' ","'20' ","'Women' ","'RPA' ",370
2015 ,"'Group N Business and Admin studies' ","'21 and over' ","'Men' ","'Firm choice' ",3330
2015 ,"'Group N Business and Admin studies' ","'21 and over' ","'Men' ","'Insurance choice' ",155
2015 ,"'Group N Business and Admin studies' ","'21 and over' ","'Men' ","'Other main scheme choice' ",485
2015 ,"'Group N Business and Admin studies' ","'21 and over' ","'Men' ","'Extra' ",65
2015 ,"'Group N Business and Admin studies' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",425
2015 ,"'Group N Business and Admin studies' ","'21 and over' ","'Men' ","'Direct Clearing' ",725
2015 ,"'Group N Business and Admin studies' ","'21 and over' ","'Men' ","'RPA' ",1910
2015 ,"'Group N Business and Admin studies' ","'21 and over' ","'Women' ","'Firm choice' ",3455
2015 ,"'Group N Business and Admin studies' ","'21 and over' ","'Women' ","'Insurance choice' ",145
2015 ,"'Group N Business and Admin studies' ","'21 and over' ","'Women' ","'Other main scheme choice' ",495
2015 ,"'Group N Business and Admin studies' ","'21 and over' ","'Women' ","'Extra' ",80
2015 ,"'Group N Business and Admin studies' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",380
2015 ,"'Group N Business and Admin studies' ","'21 and over' ","'Women' ","'Direct Clearing' ",645
2015 ,"'Group N Business and Admin studies' ","'21 and over' ","'Women' ","'RPA' ",2000
2015 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Men' ","'Firm choice' ",20
2015 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Men' ","'Insurance choice' ",5
2015 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Women' ","'Firm choice' ",80
2015 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Women' ","'Insurance choice' ",5
2015 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Women' ","'Other main scheme choice' ",5
2015 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Women' ","'Main scheme Clearing' ",5
2015 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Women' ","'RPA' ",5
2015 ,"'Group P Mass Communication and Documentation' ","'18' ","'Men' ","'Firm choice' ",2365
2015 ,"'Group P Mass Communication and Documentation' ","'18' ","'Men' ","'Insurance choice' ",195
2015 ,"'Group P Mass Communication and Documentation' ","'18' ","'Men' ","'Other main scheme choice' ",30
2015 ,"'Group P Mass Communication and Documentation' ","'18' ","'Men' ","'Extra' ",15
2015 ,"'Group P Mass Communication and Documentation' ","'18' ","'Men' ","'Main scheme Clearing' ",200
2015 ,"'Group P Mass Communication and Documentation' ","'18' ","'Men' ","'Direct Clearing' ",25
2015 ,"'Group P Mass Communication and Documentation' ","'18' ","'Men' ","'RPA' ",30
2015 ,"'Group P Mass Communication and Documentation' ","'18' ","'Women' ","'Firm choice' ",3315
2015 ,"'Group P Mass Communication and Documentation' ","'18' ","'Women' ","'Insurance choice' ",265
2015 ,"'Group P Mass Communication and Documentation' ","'18' ","'Women' ","'Other main scheme choice' ",35
2015 ,"'Group P Mass Communication and Documentation' ","'18' ","'Women' ","'Extra' ",35
2015 ,"'Group P Mass Communication and Documentation' ","'18' ","'Women' ","'Adjustment' ",5
2015 ,"'Group P Mass Communication and Documentation' ","'18' ","'Women' ","'Main scheme Clearing' ",320
2015 ,"'Group P Mass Communication and Documentation' ","'18' ","'Women' ","'Direct Clearing' ",25
2015 ,"'Group P Mass Communication and Documentation' ","'18' ","'Women' ","'RPA' ",25
2015 ,"'Group P Mass Communication and Documentation' ","'19' ","'Men' ","'Firm choice' ",1085
2015 ,"'Group P Mass Communication and Documentation' ","'19' ","'Men' ","'Insurance choice' ",55
2015 ,"'Group P Mass Communication and Documentation' ","'19' ","'Men' ","'Other main scheme choice' ",40
2015 ,"'Group P Mass Communication and Documentation' ","'19' ","'Men' ","'Extra' ",15
2015 ,"'Group P Mass Communication and Documentation' ","'19' ","'Men' ","'Adjustment' ",5
2015 ,"'Group P Mass Communication and Documentation' ","'19' ","'Men' ","'Main scheme Clearing' ",110
2015 ,"'Group P Mass Communication and Documentation' ","'19' ","'Men' ","'Direct Clearing' ",55
2015 ,"'Group P Mass Communication and Documentation' ","'19' ","'Men' ","'RPA' ",35
2015 ,"'Group P Mass Communication and Documentation' ","'19' ","'Women' ","'Firm choice' ",1290
2015 ,"'Group P Mass Communication and Documentation' ","'19' ","'Women' ","'Insurance choice' ",65
2015 ,"'Group P Mass Communication and Documentation' ","'19' ","'Women' ","'Other main scheme choice' ",45
2015 ,"'Group P Mass Communication and Documentation' ","'19' ","'Women' ","'Extra' ",25
2015 ,"'Group P Mass Communication and Documentation' ","'19' ","'Women' ","'Main scheme Clearing' ",120
2015 ,"'Group P Mass Communication and Documentation' ","'19' ","'Women' ","'Direct Clearing' ",40
2015 ,"'Group P Mass Communication and Documentation' ","'19' ","'Women' ","'RPA' ",55
2015 ,"'Group P Mass Communication and Documentation' ","'20' ","'Men' ","'Firm choice' ",460
2015 ,"'Group P Mass Communication and Documentation' ","'20' ","'Men' ","'Insurance choice' ",10
2015 ,"'Group P Mass Communication and Documentation' ","'20' ","'Men' ","'Other main scheme choice' ",40
2015 ,"'Group P Mass Communication and Documentation' ","'20' ","'Men' ","'Extra' ",10
2015 ,"'Group P Mass Communication and Documentation' ","'20' ","'Men' ","'Main scheme Clearing' ",40
2015 ,"'Group P Mass Communication and Documentation' ","'20' ","'Men' ","'Direct Clearing' ",35
2015 ,"'Group P Mass Communication and Documentation' ","'20' ","'Men' ","'RPA' ",30
2015 ,"'Group P Mass Communication and Documentation' ","'20' ","'Women' ","'Firm choice' ",450
2015 ,"'Group P Mass Communication and Documentation' ","'20' ","'Women' ","'Insurance choice' ",15
2015 ,"'Group P Mass Communication and Documentation' ","'20' ","'Women' ","'Other main scheme choice' ",40
2015 ,"'Group P Mass Communication and Documentation' ","'20' ","'Women' ","'Extra' ",10
2015 ,"'Group P Mass Communication and Documentation' ","'20' ","'Women' ","'Main scheme Clearing' ",45
2015 ,"'Group P Mass Communication and Documentation' ","'20' ","'Women' ","'Direct Clearing' ",40
2015 ,"'Group P Mass Communication and Documentation' ","'20' ","'Women' ","'RPA' ",40
2015 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Men' ","'Firm choice' ",635
2015 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Men' ","'Insurance choice' ",15
2015 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Men' ","'Other main scheme choice' ",80
2015 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Men' ","'Extra' ",10
2015 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",65
2015 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Men' ","'Direct Clearing' ",105
2015 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Men' ","'RPA' ",100
2015 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Women' ","'Firm choice' ",460
2015 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Women' ","'Insurance choice' ",5
2015 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Women' ","'Other main scheme choice' ",60
2015 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Women' ","'Extra' ",10
2015 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",40
2015 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Women' ","'Direct Clearing' ",60
2015 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Women' ","'RPA' ",70
2015 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'Men' ","'Firm choice' ",15
2015 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'Women' ","'Firm choice' ",65
2015 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'Women' ","'Insurance choice' ",10
2015 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'Women' ","'Main scheme Clearing' ",5
2015 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Men' ","'Firm choice' ",1365
2015 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Men' ","'Insurance choice' ",235
2015 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Men' ","'Extra' ",10
2015 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Men' ","'Adjustment' ",15
2015 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Men' ","'Main scheme Clearing' ",165
2015 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Men' ","'Direct Clearing' ",15
2015 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Men' ","'RPA' ",5
2015 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Women' ","'Firm choice' ",5285
2015 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Women' ","'Insurance choice' ",680
2015 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Women' ","'Other main scheme choice' ",20
2015 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Women' ","'Extra' ",35
2015 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Women' ","'Adjustment' ",35
2015 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Women' ","'Main scheme Clearing' ",540
2015 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Women' ","'Direct Clearing' ",20
2015 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Women' ","'RPA' ",15
2015 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Men' ","'Firm choice' ",475
2015 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Men' ","'Insurance choice' ",25
2015 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Men' ","'Other main scheme choice' ",10
2015 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Men' ","'Extra' ",5
2015 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Men' ","'Main scheme Clearing' ",50
2015 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Men' ","'Direct Clearing' ",15
2015 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Men' ","'RPA' ",10
2015 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Women' ","'Firm choice' ",1275
2015 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Women' ","'Insurance choice' ",85
2015 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Women' ","'Other main scheme choice' ",40
2015 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Women' ","'Extra' ",25
2015 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Women' ","'Adjustment' ",5
2015 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Women' ","'Main scheme Clearing' ",155
2015 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Women' ","'Direct Clearing' ",40
2015 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Women' ","'RPA' ",30
2015 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Men' ","'Firm choice' ",130
2015 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Men' ","'Insurance choice' ",10
2015 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Men' ","'Other main scheme choice' ",5
2015 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Men' ","'Main scheme Clearing' ",10
2015 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Men' ","'Direct Clearing' ",10
2015 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Men' ","'RPA' ",10
2015 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Women' ","'Firm choice' ",285
2015 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Women' ","'Insurance choice' ",20
2015 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Women' ","'Other main scheme choice' ",20
2015 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Women' ","'Extra' ",5
2015 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Women' ","'Main scheme Clearing' ",25
2015 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Women' ","'Direct Clearing' ",30
2015 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Women' ","'RPA' ",20
2015 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Men' ","'Firm choice' ",280
2015 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Men' ","'Insurance choice' ",10
2015 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Men' ","'Other main scheme choice' ",25
2015 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Men' ","'Extra' ",5
2015 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",30
2015 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Men' ","'Direct Clearing' ",20
