"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Disability Indicator , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_029_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Disability Indicator , Acceptance Route,Number of Acceptances,
2010 ,"'A1 - Pre-clinical Medicine' ","'Disability declared' ","'Firm choice' ",295
2015 ,"'H3 - Mechanical Engineering' ","'No disability declared' ","'Direct Clearing' ",195
2015 ,"'H3 - Mechanical Engineering' ","'No disability declared' ","'RPA' ",125
2015 ,"'H4 - Aerospace Engineering' ","'Disability declared' ","'Firm choice' ",100
2015 ,"'H4 - Aerospace Engineering' ","'Disability declared' ","'Insurance choice' ",30
2015 ,"'H4 - Aerospace Engineering' ","'Disability declared' ","'Other main scheme choice' ",5
2015 ,"'H4 - Aerospace Engineering' ","'Disability declared' ","'Main scheme Clearing' ",10
2015 ,"'H4 - Aerospace Engineering' ","'Disability declared' ","'Direct Clearing' ",5
2015 ,"'H4 - Aerospace Engineering' ","'Disability declared' ","'RPA' ",5
2015 ,"'H4 - Aerospace Engineering' ","'No disability declared' ","'Firm choice' ",1535
2015 ,"'H4 - Aerospace Engineering' ","'No disability declared' ","'Insurance choice' ",310
2015 ,"'H4 - Aerospace Engineering' ","'No disability declared' ","'Other main scheme choice' ",40
2015 ,"'H4 - Aerospace Engineering' ","'No disability declared' ","'Extra' ",25
2015 ,"'H4 - Aerospace Engineering' ","'No disability declared' ","'Adjustment' ",5
2015 ,"'H4 - Aerospace Engineering' ","'No disability declared' ","'Main scheme Clearing' ",280
2015 ,"'H4 - Aerospace Engineering' ","'No disability declared' ","'Direct Clearing' ",85
2015 ,"'H4 - Aerospace Engineering' ","'No disability declared' ","'RPA' ",65
2015 ,"'H5 - Naval Architecture' ","'Disability declared' ","'Firm choice' ",10
2015 ,"'H5 - Naval Architecture' ","'No disability declared' ","'Firm choice' ",30
2015 ,"'H5 - Naval Architecture' ","'No disability declared' ","'Insurance choice' ",5
2015 ,"'H6 - Electronic and Electrical Engineering' ","'Disability declared' ","'Firm choice' ",210
2015 ,"'H6 - Electronic and Electrical Engineering' ","'Disability declared' ","'Insurance choice' ",30
2015 ,"'H6 - Electronic and Electrical Engineering' ","'Disability declared' ","'Other main scheme choice' ",10
2015 ,"'H6 - Electronic and Electrical Engineering' ","'Disability declared' ","'Main scheme Clearing' ",35
2015 ,"'H6 - Electronic and Electrical Engineering' ","'Disability declared' ","'Direct Clearing' ",25
2015 ,"'H6 - Electronic and Electrical Engineering' ","'Disability declared' ","'RPA' ",25
2015 ,"'H6 - Electronic and Electrical Engineering' ","'No disability declared' ","'Firm choice' ",2010
2015 ,"'H6 - Electronic and Electrical Engineering' ","'No disability declared' ","'Insurance choice' ",290
2015 ,"'H6 - Electronic and Electrical Engineering' ","'No disability declared' ","'Other main scheme choice' ",80
2015 ,"'H6 - Electronic and Electrical Engineering' ","'No disability declared' ","'Extra' ",35
2015 ,"'H6 - Electronic and Electrical Engineering' ","'No disability declared' ","'Adjustment' ",10
2015 ,"'H6 - Electronic and Electrical Engineering' ","'No disability declared' ","'Main scheme Clearing' ",385
2015 ,"'H6 - Electronic and Electrical Engineering' ","'No disability declared' ","'Direct Clearing' ",160
2015 ,"'H6 - Electronic and Electrical Engineering' ","'No disability declared' ","'RPA' ",225
2015 ,"'H7 - Production and Manufacturing Engineering' ","'Disability declared' ","'Firm choice' ",45
2015 ,"'H7 - Production and Manufacturing Engineering' ","'Disability declared' ","'Insurance choice' ",5
2015 ,"'H7 - Production and Manufacturing Engineering' ","'Disability declared' ","'Main scheme Clearing' ",5
2015 ,"'H7 - Production and Manufacturing Engineering' ","'No disability declared' ","'Firm choice' ",380
2015 ,"'H7 - Production and Manufacturing Engineering' ","'No disability declared' ","'Insurance choice' ",45
2015 ,"'H7 - Production and Manufacturing Engineering' ","'No disability declared' ","'Other main scheme choice' ",10
2015 ,"'H7 - Production and Manufacturing Engineering' ","'No disability declared' ","'Extra' ",5
2015 ,"'H7 - Production and Manufacturing Engineering' ","'No disability declared' ","'Main scheme Clearing' ",25
2015 ,"'H7 - Production and Manufacturing Engineering' ","'No disability declared' ","'Direct Clearing' ",15
2015 ,"'H7 - Production and Manufacturing Engineering' ","'No disability declared' ","'RPA' ",25
2015 ,"'H8 - Chemical,Process and Energy Engineering' ","'Disability declared' ","'Firm choice' ",90
2015 ,"'H8 - Chemical,Process and Energy Engineering' ","'Disability declared' ","'Insurance choice' ",20
2015 ,"'H8 - Chemical,Process and Energy Engineering' ","'Disability declared' ","'Main scheme Clearing' ",25
2015 ,"'H8 - Chemical,Process and Energy Engineering' ","'Disability declared' ","'RPA' ",10
2015 ,"'H8 - Chemical,Process and Energy Engineering' ","'No disability declared' ","'Firm choice' ",1690
2015 ,"'H8 - Chemical,Process and Energy Engineering' ","'No disability declared' ","'Insurance choice' ",400
2015 ,"'H8 - Chemical,Process and Energy Engineering' ","'No disability declared' ","'Other main scheme choice' ",20
2015 ,"'H8 - Chemical,Process and Energy Engineering' ","'No disability declared' ","'Extra' ",15
2015 ,"'H8 - Chemical,Process and Energy Engineering' ","'No disability declared' ","'Adjustment' ",5
2015 ,"'H8 - Chemical,Process and Energy Engineering' ","'No disability declared' ","'Main scheme Clearing' ",300
2015 ,"'H8 - Chemical,Process and Energy Engineering' ","'No disability declared' ","'Direct Clearing' ",30
2015 ,"'H8 - Chemical,Process and Energy Engineering' ","'No disability declared' ","'RPA' ",245
2015 ,"'H9 - Others in Engineering' ","'Disability declared' ","'Firm choice' ",5
2015 ,"'H9 - Others in Engineering' ","'No disability declared' ","'Firm choice' ",45
2015 ,"'H9 - Others in Engineering' ","'No disability declared' ","'Extra' ",5
2015 ,"'H9 - Others in Engineering' ","'No disability declared' ","'Main scheme Clearing' ",10
2015 ,"'HH - Combinations within Engineering' ","'Disability declared' ","'Firm choice' ",35
2015 ,"'HH - Combinations within Engineering' ","'Disability declared' ","'Insurance choice' ",5
2015 ,"'HH - Combinations within Engineering' ","'Disability declared' ","'Main scheme Clearing' ",5
2015 ,"'HH - Combinations within Engineering' ","'No disability declared' ","'Firm choice' ",385
2015 ,"'HH - Combinations within Engineering' ","'No disability declared' ","'Insurance choice' ",35
2015 ,"'HH - Combinations within Engineering' ","'No disability declared' ","'Other main scheme choice' ",15
2015 ,"'HH - Combinations within Engineering' ","'No disability declared' ","'Extra' ",5
2015 ,"'HH - Combinations within Engineering' ","'No disability declared' ","'Main scheme Clearing' ",55
2015 ,"'HH - Combinations within Engineering' ","'No disability declared' ","'Direct Clearing' ",20
2015 ,"'HH - Combinations within Engineering' ","'No disability declared' ","'RPA' ",15
2015 ,"'I1 - Computer Science' ","'Disability declared' ","'Firm choice' ",1120
2015 ,"'I1 - Computer Science' ","'Disability declared' ","'Insurance choice' ",115
2015 ,"'I1 - Computer Science' ","'Disability declared' ","'Other main scheme choice' ",65
2015 ,"'I1 - Computer Science' ","'Disability declared' ","'Extra' ",10
2015 ,"'I1 - Computer Science' ","'Disability declared' ","'Main scheme Clearing' ",120
2015 ,"'I1 - Computer Science' ","'Disability declared' ","'Direct Clearing' ",90
2015 ,"'I1 - Computer Science' ","'Disability declared' ","'RPA' ",105
2015 ,"'I1 - Computer Science' ","'No disability declared' ","'Firm choice' ",9270
2015 ,"'I1 - Computer Science' ","'No disability declared' ","'Insurance choice' ",1310
2015 ,"'I1 - Computer Science' ","'No disability declared' ","'Other main scheme choice' ",420
2015 ,"'I1 - Computer Science' ","'No disability declared' ","'Extra' ",125
2015 ,"'I1 - Computer Science' ","'No disability declared' ","'Adjustment' ",25
2015 ,"'I1 - Computer Science' ","'No disability declared' ","'Main scheme Clearing' ",1425
2015 ,"'I1 - Computer Science' ","'No disability declared' ","'Direct Clearing' ",590
2015 ,"'I1 - Computer Science' ","'No disability declared' ","'RPA' ",620
2015 ,"'I2 - Information Systems' ","'Disability declared' ","'Firm choice' ",140
2015 ,"'I2 - Information Systems' ","'Disability declared' ","'Insurance choice' ",15
2015 ,"'I2 - Information Systems' ","'Disability declared' ","'Other main scheme choice' ",10
2015 ,"'I2 - Information Systems' ","'Disability declared' ","'Extra' ",5
2015 ,"'I2 - Information Systems' ","'Disability declared' ","'Main scheme Clearing' ",15
2015 ,"'I2 - Information Systems' ","'Disability declared' ","'Direct Clearing' ",10
2015 ,"'I2 - Information Systems' ","'Disability declared' ","'RPA' ",15
2015 ,"'I2 - Information Systems' ","'No disability declared' ","'Firm choice' ",1355
2015 ,"'I2 - Information Systems' ","'No disability declared' ","'Insurance choice' ",145
2015 ,"'I2 - Information Systems' ","'No disability declared' ","'Other main scheme choice' ",70
2015 ,"'I2 - Information Systems' ","'No disability declared' ","'Extra' ",20
2015 ,"'I2 - Information Systems' ","'No disability declared' ","'Main scheme Clearing' ",175
2015 ,"'I2 - Information Systems' ","'No disability declared' ","'Direct Clearing' ",85
2015 ,"'I2 - Information Systems' ","'No disability declared' ","'RPA' ",135
2015 ,"'I3 - Software Engineering' ","'Disability declared' ","'Firm choice' ",175
2015 ,"'I3 - Software Engineering' ","'Disability declared' ","'Insurance choice' ",15
2015 ,"'I3 - Software Engineering' ","'Disability declared' ","'Other main scheme choice' ",10
2015 ,"'I3 - Software Engineering' ","'Disability declared' ","'Main scheme Clearing' ",15
2015 ,"'I3 - Software Engineering' ","'Disability declared' ","'Direct Clearing' ",10
2015 ,"'I3 - Software Engineering' ","'Disability declared' ","'RPA' ",5
2015 ,"'I3 - Software Engineering' ","'No disability declared' ","'Firm choice' ",1210
2015 ,"'I3 - Software Engineering' ","'No disability declared' ","'Insurance choice' ",115
2015 ,"'I3 - Software Engineering' ","'No disability declared' ","'Other main scheme choice' ",35
2015 ,"'I3 - Software Engineering' ","'No disability declared' ","'Extra' ",15
2015 ,"'I3 - Software Engineering' ","'No disability declared' ","'Adjustment' ",5
2015 ,"'I3 - Software Engineering' ","'No disability declared' ","'Main scheme Clearing' ",115
2015 ,"'I3 - Software Engineering' ","'No disability declared' ","'Direct Clearing' ",70
2015 ,"'I3 - Software Engineering' ","'No disability declared' ","'RPA' ",50
2015 ,"'I4 - Artificial Intelligence' ","'Disability declared' ","'Firm choice' ",5
2015 ,"'I4 - Artificial Intelligence' ","'No disability declared' ","'Firm choice' ",40
2015 ,"'I4 - Artificial Intelligence' ","'No disability declared' ","'Insurance choice' ",5
2015 ,"'I4 - Artificial Intelligence' ","'No disability declared' ","'Main scheme Clearing' ",5
2015 ,"'I4 - Artificial Intelligence' ","'No disability declared' ","'Direct Clearing' ",5
2015 ,"'I6 - Games' ","'Disability declared' ","'Firm choice' ",300
2015 ,"'I6 - Games' ","'Disability declared' ","'Insurance choice' ",10
2015 ,"'I6 - Games' ","'Disability declared' ","'Other main scheme choice' ",15
2015 ,"'I6 - Games' ","'Disability declared' ","'Main scheme Clearing' ",25
2015 ,"'I6 - Games' ","'Disability declared' ","'Direct Clearing' ",10
2015 ,"'I6 - Games' ","'Disability declared' ","'RPA' ",25
2015 ,"'I6 - Games' ","'No disability declared' ","'Firm choice' ",1410
2015 ,"'I6 - Games' ","'No disability declared' ","'Insurance choice' ",70
2015 ,"'I6 - Games' ","'No disability declared' ","'Other main scheme choice' ",45
2015 ,"'I6 - Games' ","'No disability declared' ","'Extra' ",10
2015 ,"'I6 - Games' ","'No disability declared' ","'Main scheme Clearing' ",95
2015 ,"'I6 - Games' ","'No disability declared' ","'Direct Clearing' ",45
2015 ,"'I6 - Games' ","'No disability declared' ","'RPA' ",90
2015 ,"'I7 - Computer generated visual & audio effects' ","'Disability declared' ","'Firm choice' ",15
2015 ,"'I7 - Computer generated visual & audio effects' ","'No disability declared' ","'Firm choice' ",70
2015 ,"'I7 - Computer generated visual & audio effects' ","'No disability declared' ","'Other main scheme choice' ",5
2015 ,"'I7 - Computer generated visual & audio effects' ","'No disability declared' ","'Main scheme Clearing' ",10
2015 ,"'I7 - Computer generated visual & audio effects' ","'No disability declared' ","'Direct Clearing' ",5
2015 ,"'I7 - Computer generated visual & audio effects' ","'No disability declared' ","'RPA' ",5
2015 ,"'I9 - Others in Computer Sciences' ","'Disability declared' ","'Firm choice' ",15
2015 ,"'I9 - Others in Computer Sciences' ","'Disability declared' ","'Direct Clearing' ",5
2015 ,"'I9 - Others in Computer Sciences' ","'No disability declared' ","'Firm choice' ",110
2015 ,"'I9 - Others in Computer Sciences' ","'No disability declared' ","'Insurance choice' ",10
2015 ,"'I9 - Others in Computer Sciences' ","'No disability declared' ","'Main scheme Clearing' ",15
2015 ,"'I9 - Others in Computer Sciences' ","'No disability declared' ","'Direct Clearing' ",5
2015 ,"'II - Combinations in Computer Sciences' ","'Disability declared' ","'Firm choice' ",90
2015 ,"'II - Combinations in Computer Sciences' ","'Disability declared' ","'Other main scheme choice' ",5
2015 ,"'II - Combinations in Computer Sciences' ","'Disability declared' ","'Main scheme Clearing' ",10
2015 ,"'II - Combinations in Computer Sciences' ","'Disability declared' ","'RPA' ",5
2015 ,"'II - Combinations in Computer Sciences' ","'No disability declared' ","'Firm choice' ",645
2015 ,"'II - Combinations in Computer Sciences' ","'No disability declared' ","'Insurance choice' ",55
2015 ,"'II - Combinations in Computer Sciences' ","'No disability declared' ","'Other main scheme choice' ",30
2015 ,"'II - Combinations in Computer Sciences' ","'No disability declared' ","'Extra' ",10
2015 ,"'II - Combinations in Computer Sciences' ","'No disability declared' ","'Main scheme Clearing' ",50
2015 ,"'II - Combinations in Computer Sciences' ","'No disability declared' ","'Direct Clearing' ",30
2015 ,"'II - Combinations in Computer Sciences' ","'No disability declared' ","'RPA' ",30
2015 ,"'J1 - Minerals Technology' ","'No disability declared' ","'Firm choice' ",10
2015 ,"'J1 - Minerals Technology' ","'No disability declared' ","'Main scheme Clearing' ",5
2015 ,"'J2 - Metallurgy' ","'No disability declared' ","'Firm choice' ",5
2015 ,"'J4 - Polymers and Textiles' ","'Disability declared' ","'Firm choice' ",10
2015 ,"'J4 - Polymers and Textiles' ","'No disability declared' ","'Firm choice' ",50
2015 ,"'J4 - Polymers and Textiles' ","'No disability declared' ","'Main scheme Clearing' ",5
2015 ,"'J4 - Polymers and Textiles' ","'No disability declared' ","'RPA' ",5
2015 ,"'J5 - Materials Technology not otherwise spec' ","'Disability declared' ","'Firm choice' ",15
2015 ,"'J5 - Materials Technology not otherwise spec' ","'No disability declared' ","'Firm choice' ",130
2015 ,"'J5 - Materials Technology not otherwise spec' ","'No disability declared' ","'Insurance choice' ",20
2015 ,"'J5 - Materials Technology not otherwise spec' ","'No disability declared' ","'Main scheme Clearing' ",25
2015 ,"'J5 - Materials Technology not otherwise spec' ","'No disability declared' ","'RPA' ",5
2015 ,"'J6 - Maritime Technology' ","'Disability declared' ","'Firm choice' ",5
2015 ,"'J6 - Maritime Technology' ","'No disability declared' ","'Firm choice' ",40
2015 ,"'J6 - Maritime Technology' ","'No disability declared' ","'Insurance choice' ",10
2015 ,"'J6 - Maritime Technology' ","'No disability declared' ","'Main scheme Clearing' ",5
2015 ,"'J6 - Maritime Technology' ","'No disability declared' ","'Direct Clearing' ",5
2015 ,"'J7 - Biotechnology' ","'Disability declared' ","'Firm choice' ",10
2015 ,"'J7 - Biotechnology' ","'No disability declared' ","'Firm choice' ",75
2015 ,"'J7 - Biotechnology' ","'No disability declared' ","'Insurance choice' ",15
2015 ,"'J7 - Biotechnology' ","'No disability declared' ","'Extra' ",5
2015 ,"'J7 - Biotechnology' ","'No disability declared' ","'Main scheme Clearing' ",20
2015 ,"'J9 - Others in Technology' ","'Disability declared' ","'Firm choice' ",120
2015 ,"'J9 - Others in Technology' ","'Disability declared' ","'Insurance choice' ",5
2015 ,"'J9 - Others in Technology' ","'Disability declared' ","'Other main scheme choice' ",5
2015 ,"'J9 - Others in Technology' ","'Disability declared' ","'Main scheme Clearing' ",10
2015 ,"'J9 - Others in Technology' ","'Disability declared' ","'Direct Clearing' ",15
2015 ,"'J9 - Others in Technology' ","'Disability declared' ","'RPA' ",10
2015 ,"'J9 - Others in Technology' ","'No disability declared' ","'Firm choice' ",990
2015 ,"'J9 - Others in Technology' ","'No disability declared' ","'Insurance choice' ",30
2015 ,"'J9 - Others in Technology' ","'No disability declared' ","'Other main scheme choice' ",40
