"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Age Band , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_018_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Age Band , Acceptance Route,Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'17 and under' ","'Firm choice' ",100
2014 ,"'W8 - Imaginative Writing' ","'18' ","'Firm choice' ",320
2014 ,"'W8 - Imaginative Writing' ","'18' ","'Insurance choice' ",15
2014 ,"'W8 - Imaginative Writing' ","'18' ","'Extra' ",5
2014 ,"'W8 - Imaginative Writing' ","'18' ","'Main scheme Clearing' ",25
2014 ,"'W8 - Imaginative Writing' ","'18' ","'RPA' ",5
2014 ,"'W8 - Imaginative Writing' ","'19' ","'Firm choice' ",150
2014 ,"'W8 - Imaginative Writing' ","'19' ","'Insurance choice' ",5
2014 ,"'W8 - Imaginative Writing' ","'19' ","'Other main scheme choice' ",10
2014 ,"'W8 - Imaginative Writing' ","'19' ","'Main scheme Clearing' ",15
2014 ,"'W8 - Imaginative Writing' ","'19' ","'Direct Clearing' ",5
2014 ,"'W8 - Imaginative Writing' ","'19' ","'RPA' ",5
2014 ,"'W8 - Imaginative Writing' ","'20' ","'Firm choice' ",60
2014 ,"'W8 - Imaginative Writing' ","'20' ","'Other main scheme choice' ",10
2014 ,"'W8 - Imaginative Writing' ","'20' ","'Main scheme Clearing' ",5
2014 ,"'W8 - Imaginative Writing' ","'20' ","'Direct Clearing' ",10
2014 ,"'W8 - Imaginative Writing' ","'20' ","'RPA' ",5
2014 ,"'W8 - Imaginative Writing' ","'21 and over' ","'Firm choice' ",125
2014 ,"'W8 - Imaginative Writing' ","'21 and over' ","'Insurance choice' ",5
2014 ,"'W8 - Imaginative Writing' ","'21 and over' ","'Other main scheme choice' ",20
2014 ,"'W8 - Imaginative Writing' ","'21 and over' ","'Main scheme Clearing' ",15
2014 ,"'W8 - Imaginative Writing' ","'21 and over' ","'Direct Clearing' ",15
2014 ,"'W8 - Imaginative Writing' ","'21 and over' ","'RPA' ",15
2014 ,"'W9 - Others in Creative Arts and Design' ","'18' ","'Firm choice' ",175
2014 ,"'W9 - Others in Creative Arts and Design' ","'18' ","'Insurance choice' ",5
2014 ,"'W9 - Others in Creative Arts and Design' ","'18' ","'Extra' ",5
2014 ,"'W9 - Others in Creative Arts and Design' ","'18' ","'Main scheme Clearing' ",10
2014 ,"'W9 - Others in Creative Arts and Design' ","'18' ","'RPA' ",5
2014 ,"'W9 - Others in Creative Arts and Design' ","'19' ","'Firm choice' ",140
2014 ,"'W9 - Others in Creative Arts and Design' ","'19' ","'Insurance choice' ",5
2014 ,"'W9 - Others in Creative Arts and Design' ","'19' ","'Other main scheme choice' ",5
2014 ,"'W9 - Others in Creative Arts and Design' ","'19' ","'Main scheme Clearing' ",5
2014 ,"'W9 - Others in Creative Arts and Design' ","'19' ","'RPA' ",5
2014 ,"'W9 - Others in Creative Arts and Design' ","'20' ","'Firm choice' ",45
2014 ,"'W9 - Others in Creative Arts and Design' ","'20' ","'Insurance choice' ",5
2014 ,"'W9 - Others in Creative Arts and Design' ","'20' ","'Main scheme Clearing' ",5
2014 ,"'W9 - Others in Creative Arts and Design' ","'20' ","'RPA' ",5
2014 ,"'W9 - Others in Creative Arts and Design' ","'21 and over' ","'Firm choice' ",115
2014 ,"'W9 - Others in Creative Arts and Design' ","'21 and over' ","'Insurance choice' ",5
2014 ,"'W9 - Others in Creative Arts and Design' ","'21 and over' ","'Other main scheme choice' ",15
2014 ,"'W9 - Others in Creative Arts and Design' ","'21 and over' ","'Main scheme Clearing' ",5
2014 ,"'W9 - Others in Creative Arts and Design' ","'21 and over' ","'Direct Clearing' ",20
2014 ,"'W9 - Others in Creative Arts and Design' ","'21 and over' ","'RPA' ",20
2014 ,"'WW - Combinations within Creative Arts and Design' ","'17 and under' ","'Firm choice' ",15
2014 ,"'WW - Combinations within Creative Arts and Design' ","'18' ","'Firm choice' ",840
2014 ,"'WW - Combinations within Creative Arts and Design' ","'18' ","'Insurance choice' ",25
2014 ,"'WW - Combinations within Creative Arts and Design' ","'18' ","'Other main scheme choice' ",20
2014 ,"'WW - Combinations within Creative Arts and Design' ","'18' ","'Extra' ",15
2014 ,"'WW - Combinations within Creative Arts and Design' ","'18' ","'Main scheme Clearing' ",70
2014 ,"'WW - Combinations within Creative Arts and Design' ","'18' ","'Direct Clearing' ",10
2014 ,"'WW - Combinations within Creative Arts and Design' ","'18' ","'RPA' ",10
2014 ,"'WW - Combinations within Creative Arts and Design' ","'19' ","'Firm choice' ",490
2014 ,"'WW - Combinations within Creative Arts and Design' ","'19' ","'Insurance choice' ",10
2014 ,"'WW - Combinations within Creative Arts and Design' ","'19' ","'Other main scheme choice' ",20
2014 ,"'WW - Combinations within Creative Arts and Design' ","'19' ","'Extra' ",10
2014 ,"'WW - Combinations within Creative Arts and Design' ","'19' ","'Main scheme Clearing' ",40
2014 ,"'WW - Combinations within Creative Arts and Design' ","'19' ","'Direct Clearing' ",10
2014 ,"'WW - Combinations within Creative Arts and Design' ","'19' ","'RPA' ",10
2014 ,"'WW - Combinations within Creative Arts and Design' ","'20' ","'Firm choice' ",195
2014 ,"'WW - Combinations within Creative Arts and Design' ","'20' ","'Insurance choice' ",5
2014 ,"'WW - Combinations within Creative Arts and Design' ","'20' ","'Other main scheme choice' ",10
2014 ,"'WW - Combinations within Creative Arts and Design' ","'20' ","'Extra' ",5
2014 ,"'WW - Combinations within Creative Arts and Design' ","'20' ","'Main scheme Clearing' ",15
2014 ,"'WW - Combinations within Creative Arts and Design' ","'20' ","'Direct Clearing' ",5
2014 ,"'WW - Combinations within Creative Arts and Design' ","'20' ","'RPA' ",5
2014 ,"'WW - Combinations within Creative Arts and Design' ","'21 and over' ","'Firm choice' ",340
2014 ,"'WW - Combinations within Creative Arts and Design' ","'21 and over' ","'Other main scheme choice' ",40
2014 ,"'WW - Combinations within Creative Arts and Design' ","'21 and over' ","'Extra' ",5
2014 ,"'WW - Combinations within Creative Arts and Design' ","'21 and over' ","'Main scheme Clearing' ",25
2014 ,"'WW - Combinations within Creative Arts and Design' ","'21 and over' ","'Direct Clearing' ",30
2014 ,"'WW - Combinations within Creative Arts and Design' ","'21 and over' ","'RPA' ",65
2014 ,"'X1 - Training Teachers' ","'17 and under' ","'Firm choice' ",10
2014 ,"'X1 - Training Teachers' ","'18' ","'Firm choice' ",3415
2014 ,"'X1 - Training Teachers' ","'18' ","'Insurance choice' ",140
2014 ,"'X1 - Training Teachers' ","'18' ","'Other main scheme choice' ",5
2014 ,"'X1 - Training Teachers' ","'18' ","'Extra' ",30
2014 ,"'X1 - Training Teachers' ","'18' ","'Adjustment' ",5
2014 ,"'X1 - Training Teachers' ","'18' ","'Main scheme Clearing' ",155
2014 ,"'X1 - Training Teachers' ","'18' ","'Direct Clearing' ",10
2014 ,"'X1 - Training Teachers' ","'18' ","'RPA' ",10
2014 ,"'X1 - Training Teachers' ","'19' ","'Firm choice' ",1030
2014 ,"'X1 - Training Teachers' ","'19' ","'Insurance choice' ",20
2014 ,"'X1 - Training Teachers' ","'19' ","'Other main scheme choice' ",30
2014 ,"'X1 - Training Teachers' ","'19' ","'Extra' ",20
2014 ,"'X1 - Training Teachers' ","'19' ","'Main scheme Clearing' ",80
2014 ,"'X1 - Training Teachers' ","'19' ","'Direct Clearing' ",20
2014 ,"'X1 - Training Teachers' ","'19' ","'RPA' ",20
2014 ,"'X1 - Training Teachers' ","'20' ","'Firm choice' ",430
2014 ,"'X1 - Training Teachers' ","'20' ","'Insurance choice' ",5
2014 ,"'X1 - Training Teachers' ","'20' ","'Other main scheme choice' ",20
2014 ,"'X1 - Training Teachers' ","'20' ","'Extra' ",5
2014 ,"'X1 - Training Teachers' ","'20' ","'Main scheme Clearing' ",20
2014 ,"'X1 - Training Teachers' ","'20' ","'Direct Clearing' ",15
2014 ,"'X1 - Training Teachers' ","'20' ","'RPA' ",15
2014 ,"'X1 - Training Teachers' ","'21 and over' ","'Firm choice' ",1270
2014 ,"'X1 - Training Teachers' ","'21 and over' ","'Insurance choice' ",15
2014 ,"'X1 - Training Teachers' ","'21 and over' ","'Other main scheme choice' ",120
2014 ,"'X1 - Training Teachers' ","'21 and over' ","'Extra' ",10
2014 ,"'X1 - Training Teachers' ","'21 and over' ","'Main scheme Clearing' ",70
2014 ,"'X1 - Training Teachers' ","'21 and over' ","'Direct Clearing' ",135
2014 ,"'X1 - Training Teachers' ","'21 and over' ","'RPA' ",95
2014 ,"'X2 - Research and Study Skills in Education' ","'18' ","'Firm choice' ",5
2014 ,"'X2 - Research and Study Skills in Education' ","'21 and over' ","'Firm choice' ",45
2014 ,"'X2 - Research and Study Skills in Education' ","'21 and over' ","'Other main scheme choice' ",10
2014 ,"'X2 - Research and Study Skills in Education' ","'21 and over' ","'Main scheme Clearing' ",5
2014 ,"'X2 - Research and Study Skills in Education' ","'21 and over' ","'Direct Clearing' ",10
2014 ,"'X2 - Research and Study Skills in Education' ","'21 and over' ","'RPA' ",15
2014 ,"'X3 - Academic studies in Education' ","'17 and under' ","'Firm choice' ",15
2014 ,"'X3 - Academic studies in Education' ","'17 and under' ","'Main scheme Clearing' ",5
2014 ,"'X3 - Academic studies in Education' ","'18' ","'Firm choice' ",3295
2014 ,"'X3 - Academic studies in Education' ","'18' ","'Insurance choice' ",290
2014 ,"'X3 - Academic studies in Education' ","'18' ","'Other main scheme choice' ",20
2014 ,"'X3 - Academic studies in Education' ","'18' ","'Extra' ",135
2014 ,"'X3 - Academic studies in Education' ","'18' ","'Adjustment' ",10
2014 ,"'X3 - Academic studies in Education' ","'18' ","'Main scheme Clearing' ",445
2014 ,"'X3 - Academic studies in Education' ","'18' ","'Direct Clearing' ",40
2014 ,"'X3 - Academic studies in Education' ","'18' ","'RPA' ",25
2014 ,"'X3 - Academic studies in Education' ","'19' ","'Firm choice' ",1385
2014 ,"'X3 - Academic studies in Education' ","'19' ","'Insurance choice' ",100
2014 ,"'X3 - Academic studies in Education' ","'19' ","'Other main scheme choice' ",55
2014 ,"'X3 - Academic studies in Education' ","'19' ","'Extra' ",65
2014 ,"'X3 - Academic studies in Education' ","'19' ","'Main scheme Clearing' ",225
2014 ,"'X3 - Academic studies in Education' ","'19' ","'Direct Clearing' ",65
2014 ,"'X3 - Academic studies in Education' ","'19' ","'RPA' ",65
2014 ,"'X3 - Academic studies in Education' ","'20' ","'Firm choice' ",620
2014 ,"'X3 - Academic studies in Education' ","'20' ","'Insurance choice' ",25
2014 ,"'X3 - Academic studies in Education' ","'20' ","'Other main scheme choice' ",45
2014 ,"'X3 - Academic studies in Education' ","'20' ","'Extra' ",30
2014 ,"'X3 - Academic studies in Education' ","'20' ","'Main scheme Clearing' ",85
2014 ,"'X3 - Academic studies in Education' ","'20' ","'Direct Clearing' ",70
2014 ,"'X3 - Academic studies in Education' ","'20' ","'RPA' ",65
2014 ,"'X3 - Academic studies in Education' ","'21 and over' ","'Firm choice' ",1750
2014 ,"'X3 - Academic studies in Education' ","'21 and over' ","'Insurance choice' ",45
2014 ,"'X3 - Academic studies in Education' ","'21 and over' ","'Other main scheme choice' ",205
2014 ,"'X3 - Academic studies in Education' ","'21 and over' ","'Extra' ",45
2014 ,"'X3 - Academic studies in Education' ","'21 and over' ","'Main scheme Clearing' ",235
2014 ,"'X3 - Academic studies in Education' ","'21 and over' ","'Direct Clearing' ",280
2014 ,"'X3 - Academic studies in Education' ","'21 and over' ","'RPA' ",475
2014 ,"'X9 - Others in Education' ","'18' ","'Firm choice' ",50
2014 ,"'X9 - Others in Education' ","'18' ","'Extra' ",5
2014 ,"'X9 - Others in Education' ","'18' ","'Main scheme Clearing' ",5
2014 ,"'X9 - Others in Education' ","'19' ","'Firm choice' ",25
2014 ,"'X9 - Others in Education' ","'19' ","'Main scheme Clearing' ",5
2014 ,"'X9 - Others in Education' ","'20' ","'Firm choice' ",20
2014 ,"'X9 - Others in Education' ","'20' ","'Other main scheme choice' ",5
2014 ,"'X9 - Others in Education' ","'20' ","'Main scheme Clearing' ",5
2014 ,"'X9 - Others in Education' ","'20' ","'Direct Clearing' ",5
2014 ,"'X9 - Others in Education' ","'21 and over' ","'Firm choice' ",110
2014 ,"'X9 - Others in Education' ","'21 and over' ","'Other main scheme choice' ",20
2014 ,"'X9 - Others in Education' ","'21 and over' ","'Main scheme Clearing' ",10
2014 ,"'X9 - Others in Education' ","'21 and over' ","'Direct Clearing' ",20
2014 ,"'X9 - Others in Education' ","'21 and over' ","'RPA' ",20
2014 ,"'XX - Combinations within Education' ","'18' ","'Firm choice' ",95
2014 ,"'XX - Combinations within Education' ","'18' ","'Insurance choice' ",5
2014 ,"'XX - Combinations within Education' ","'18' ","'Other main scheme choice' ",5
2014 ,"'XX - Combinations within Education' ","'18' ","'Main scheme Clearing' ",15
2014 ,"'XX - Combinations within Education' ","'19' ","'Firm choice' ",45
2014 ,"'XX - Combinations within Education' ","'19' ","'Main scheme Clearing' ",5
2014 ,"'XX - Combinations within Education' ","'20' ","'Firm choice' ",20
2014 ,"'XX - Combinations within Education' ","'20' ","'Direct Clearing' ",5
2014 ,"'XX - Combinations within Education' ","'20' ","'RPA' ",5
2014 ,"'XX - Combinations within Education' ","'21 and over' ","'Firm choice' ",225
2014 ,"'XX - Combinations within Education' ","'21 and over' ","'Other main scheme choice' ",35
2014 ,"'XX - Combinations within Education' ","'21 and over' ","'Main scheme Clearing' ",5
2014 ,"'XX - Combinations within Education' ","'21 and over' ","'Direct Clearing' ",90
2014 ,"'XX - Combinations within Education' ","'21 and over' ","'RPA' ",10
2014 ,"'Y Combs of arts/humanities' ","'17 and under' ","'Firm choice' ",10
2014 ,"'Y Combs of arts/humanities' ","'17 and under' ","'Other main scheme choice' ",5
2014 ,"'Y Combs of arts/humanities' ","'18' ","'Firm choice' ",1105
2014 ,"'Y Combs of arts/humanities' ","'18' ","'Insurance choice' ",80
2014 ,"'Y Combs of arts/humanities' ","'18' ","'Other main scheme choice' ",5
2014 ,"'Y Combs of arts/humanities' ","'18' ","'Extra' ",20
2014 ,"'Y Combs of arts/humanities' ","'18' ","'Main scheme Clearing' ",90
2014 ,"'Y Combs of arts/humanities' ","'18' ","'Direct Clearing' ",10
2014 ,"'Y Combs of arts/humanities' ","'18' ","'RPA' ",5
2014 ,"'Y Combs of arts/humanities' ","'19' ","'Firm choice' ",645
2014 ,"'Y Combs of arts/humanities' ","'19' ","'Insurance choice' ",20
2014 ,"'Y Combs of arts/humanities' ","'19' ","'Other main scheme choice' ",15
2014 ,"'Y Combs of arts/humanities' ","'19' ","'Extra' ",15
2014 ,"'Y Combs of arts/humanities' ","'19' ","'Main scheme Clearing' ",40
2014 ,"'Y Combs of arts/humanities' ","'19' ","'Direct Clearing' ",20
2014 ,"'Y Combs of arts/humanities' ","'19' ","'RPA' ",10
2014 ,"'Y Combs of arts/humanities' ","'20' ","'Firm choice' ",215
2014 ,"'Y Combs of arts/humanities' ","'20' ","'Insurance choice' ",5
2014 ,"'Y Combs of arts/humanities' ","'20' ","'Other main scheme choice' ",15
2014 ,"'Y Combs of arts/humanities' ","'20' ","'Extra' ",5
2014 ,"'Y Combs of arts/humanities' ","'20' ","'Main scheme Clearing' ",20
2014 ,"'Y Combs of arts/humanities' ","'20' ","'Direct Clearing' ",15
2014 ,"'Y Combs of arts/humanities' ","'20' ","'RPA' ",10
2014 ,"'Y Combs of arts/humanities' ","'21 and over' ","'Firm choice' ",260
2014 ,"'Y Combs of arts/humanities' ","'21 and over' ","'Insurance choice' ",10
2014 ,"'Y Combs of arts/humanities' ","'21 and over' ","'Other main scheme choice' ",30
2014 ,"'Y Combs of arts/humanities' ","'21 and over' ","'Extra' ",5
2014 ,"'Y Combs of arts/humanities' ","'21 and over' ","'Main scheme Clearing' ",10
2014 ,"'Y Combs of arts/humanities' ","'21 and over' ","'Direct Clearing' ",30
2014 ,"'Y Combs of arts/humanities' ","'21 and over' ","'RPA' ",40
2014 ,"'Y Combs of engin/tech/building studies' ","'17 and under' ","'Firm choice' ",5
2014 ,"'Y Combs of engin/tech/building studies' ","'18' ","'Firm choice' ",100
2014 ,"'Y Combs of engin/tech/building studies' ","'18' ","'Insurance choice' ",15
2014 ,"'Y Combs of engin/tech/building studies' ","'18' ","'Extra' ",5
2014 ,"'Y Combs of engin/tech/building studies' ","'18' ","'Main scheme Clearing' ",10
2014 ,"'Y Combs of engin/tech/building studies' ","'19' ","'Firm choice' ",35
2014 ,"'Y Combs of engin/tech/building studies' ","'19' ","'Insurance choice' ",5
2014 ,"'Y Combs of engin/tech/building studies' ","'19' ","'Main scheme Clearing' ",5
2014 ,"'Y Combs of engin/tech/building studies' ","'20' ","'Firm choice' ",20
2014 ,"'Y Combs of engin/tech/building studies' ","'21 and over' ","'Firm choice' ",15
2014 ,"'Y Combs of engin/tech/building studies' ","'21 and over' ","'Other main scheme choice' ",5
2014 ,"'Y Combs of engin/tech/building studies' ","'21 and over' ","'Main scheme Clearing' ",5
2014 ,"'Y Combs of engin/tech/building studies' ","'21 and over' ","'Direct Clearing' ",5
2014 ,"'Y Combs of engin/tech/building studies' ","'21 and over' ","'RPA' ",5
2014 ,"'Y Combs of engineering/technology' ","'17 and under' ","'Firm choice' ",10
2014 ,"'Y Combs of engineering/technology' ","'18' ","'Firm choice' ",130
2014 ,"'Y Combs of engineering/technology' ","'18' ","'Insurance choice' ",10
2014 ,"'Y Combs of engineering/technology' ","'18' ","'Main scheme Clearing' ",5
2014 ,"'Y Combs of engineering/technology' ","'19' ","'Firm choice' ",50
2014 ,"'Y Combs of engineering/technology' ","'19' ","'Insurance choice' ",5
2014 ,"'Y Combs of engineering/technology' ","'19' ","'Main scheme Clearing' ",5
2014 ,"'Y Combs of engineering/technology' ","'20' ","'Firm choice' ",25
2014 ,"'Y Combs of engineering/technology' ","'21 and over' ","'Firm choice' ",55
2014 ,"'Y Combs of engineering/technology' ","'21 and over' ","'Insurance choice' ",5
2014 ,"'Y Combs of engineering/technology' ","'21 and over' ","'Other main scheme choice' ",5
2014 ,"'Y Combs of engineering/technology' ","'21 and over' ","'Main scheme Clearing' ",5
2014 ,"'Y Combs of languages' ","'17 and under' ","'Firm choice' ",15
2014 ,"'Y Combs of languages' ","'18' ","'Firm choice' ",785
2014 ,"'Y Combs of languages' ","'18' ","'Insurance choice' ",100
2014 ,"'Y Combs of languages' ","'18' ","'Extra' ",5
2014 ,"'Y Combs of languages' ","'18' ","'Adjustment' ",5
2014 ,"'Y Combs of languages' ","'18' ","'Main scheme Clearing' ",70
2014 ,"'Y Combs of languages' ","'19' ","'Firm choice' ",175
2014 ,"'Y Combs of languages' ","'19' ","'Insurance choice' ",15
2014 ,"'Y Combs of languages' ","'19' ","'Other main scheme choice' ",5
2014 ,"'Y Combs of languages' ","'19' ","'Main scheme Clearing' ",20
2014 ,"'Y Combs of languages' ","'19' ","'Direct Clearing' ",5
2014 ,"'Y Combs of languages' ","'19' ","'RPA' ",5
2014 ,"'Y Combs of languages' ","'20' ","'Firm choice' ",50
2014 ,"'Y Combs of languages' ","'20' ","'Other main scheme choice' ",5
2014 ,"'Y Combs of languages' ","'20' ","'Extra' ",5
2014 ,"'Y Combs of languages' ","'20' ","'Main scheme Clearing' ",5
2014 ,"'Y Combs of languages' ","'21 and over' ","'Firm choice' ",90
2014 ,"'Y Combs of languages' ","'21 and over' ","'Other main scheme choice' ",10
2014 ,"'Y Combs of languages' ","'21 and over' ","'Extra' ",5
2014 ,"'Y Combs of languages' ","'21 and over' ","'Main scheme Clearing' ",10
2014 ,"'Y Combs of languages' ","'21 and over' ","'Direct Clearing' ",20
2014 ,"'Y Combs of languages' ","'21 and over' ","'RPA' ",5
2014 ,"'Y Combs of languages with arts/humanities' ","'17 and under' ","'Firm choice' ",45
2014 ,"'Y Combs of languages with arts/humanities' ","'17 and under' ","'Insurance choice' ",10
2014 ,"'Y Combs of languages with arts/humanities' ","'18' ","'Firm choice' ",3185
2014 ,"'Y Combs of languages with arts/humanities' ","'18' ","'Insurance choice' ",425
2014 ,"'Y Combs of languages with arts/humanities' ","'18' ","'Other main scheme choice' ",5
2014 ,"'Y Combs of languages with arts/humanities' ","'18' ","'Extra' ",35
2014 ,"'Y Combs of languages with arts/humanities' ","'18' ","'Adjustment' ",15
2014 ,"'Y Combs of languages with arts/humanities' ","'18' ","'Main scheme Clearing' ",310
2014 ,"'Y Combs of languages with arts/humanities' ","'18' ","'Direct Clearing' ",15
2014 ,"'Y Combs of languages with arts/humanities' ","'18' ","'RPA' ",10
2014 ,"'Y Combs of languages with arts/humanities' ","'19' ","'Firm choice' ",935
2014 ,"'Y Combs of languages with arts/humanities' ","'19' ","'Insurance choice' ",75
2014 ,"'Y Combs of languages with arts/humanities' ","'19' ","'Other main scheme choice' ",30
2014 ,"'Y Combs of languages with arts/humanities' ","'19' ","'Extra' ",15
2014 ,"'Y Combs of languages with arts/humanities' ","'19' ","'Main scheme Clearing' ",110
2014 ,"'Y Combs of languages with arts/humanities' ","'19' ","'Direct Clearing' ",20
2014 ,"'Y Combs of languages with arts/humanities' ","'19' ","'RPA' ",20
2014 ,"'Y Combs of languages with arts/humanities' ","'20' ","'Firm choice' ",285
2014 ,"'Y Combs of languages with arts/humanities' ","'20' ","'Insurance choice' ",15
2014 ,"'Y Combs of languages with arts/humanities' ","'20' ","'Other main scheme choice' ",25
2014 ,"'Y Combs of languages with arts/humanities' ","'20' ","'Extra' ",5
2014 ,"'Y Combs of languages with arts/humanities' ","'20' ","'Main scheme Clearing' ",25
2014 ,"'Y Combs of languages with arts/humanities' ","'20' ","'Direct Clearing' ",15
