"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Age Band , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_013_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Age Band , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Firm choice' ",110
2014 ,"'Z General, other combined and unknown' ","'19' ","'Extra' ",25
2014 ,"'Z General, other combined and unknown' ","'19' ","'Adjustment' ",5
2014 ,"'Z General, other combined and unknown' ","'19' ","'Main scheme Clearing' ",200
2014 ,"'Z General, other combined and unknown' ","'19' ","'Direct Clearing' ",20
2014 ,"'Z General, other combined and unknown' ","'19' ","'RPA' ",45
2014 ,"'Z General, other combined and unknown' ","'20' ","'Firm choice' ",285
2014 ,"'Z General, other combined and unknown' ","'20' ","'Insurance choice' ",10
2014 ,"'Z General, other combined and unknown' ","'20' ","'Other main scheme choice' ",15
2014 ,"'Z General, other combined and unknown' ","'20' ","'Extra' ",10
2014 ,"'Z General, other combined and unknown' ","'20' ","'Main scheme Clearing' ",50
2014 ,"'Z General, other combined and unknown' ","'20' ","'Direct Clearing' ",15
2014 ,"'Z General, other combined and unknown' ","'20' ","'RPA' ",45
2014 ,"'Z General, other combined and unknown' ","'21 and over' ","'Firm choice' ",470
2014 ,"'Z General, other combined and unknown' ","'21 and over' ","'Insurance choice' ",15
2014 ,"'Z General, other combined and unknown' ","'21 and over' ","'Other main scheme choice' ",70
2014 ,"'Z General, other combined and unknown' ","'21 and over' ","'Extra' ",25
2014 ,"'Z General, other combined and unknown' ","'21 and over' ","'Main scheme Clearing' ",80
2014 ,"'Z General, other combined and unknown' ","'21 and over' ","'Direct Clearing' ",55
2014 ,"'Z General, other combined and unknown' ","'21 and over' ","'RPA' ",375
2015 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Firm choice' ",105
2015 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Extra' ",5
2015 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Main scheme Clearing' ",10
2015 ,"'Group A Medicine and Dentistry' ","'18' ","'Firm choice' ",4330
2015 ,"'Group A Medicine and Dentistry' ","'18' ","'Insurance choice' ",90
2015 ,"'Group A Medicine and Dentistry' ","'18' ","'Other main scheme choice' ",10
2015 ,"'Group A Medicine and Dentistry' ","'18' ","'Extra' ",90
2015 ,"'Group A Medicine and Dentistry' ","'18' ","'Adjustment' ",5
2015 ,"'Group A Medicine and Dentistry' ","'18' ","'Main scheme Clearing' ",290
2015 ,"'Group A Medicine and Dentistry' ","'18' ","'RPA' ",5
2015 ,"'Group A Medicine and Dentistry' ","'19' ","'Firm choice' ",1275
2015 ,"'Group A Medicine and Dentistry' ","'19' ","'Insurance choice' ",5
2015 ,"'Group A Medicine and Dentistry' ","'19' ","'Other main scheme choice' ",5
2015 ,"'Group A Medicine and Dentistry' ","'19' ","'Extra' ",15
2015 ,"'Group A Medicine and Dentistry' ","'19' ","'Main scheme Clearing' ",95
2015 ,"'Group A Medicine and Dentistry' ","'19' ","'Direct Clearing' ",5
2015 ,"'Group A Medicine and Dentistry' ","'19' ","'RPA' ",25
2015 ,"'Group A Medicine and Dentistry' ","'20' ","'Firm choice' ",240
2015 ,"'Group A Medicine and Dentistry' ","'20' ","'Extra' ",5
2015 ,"'Group A Medicine and Dentistry' ","'20' ","'Main scheme Clearing' ",15
2015 ,"'Group A Medicine and Dentistry' ","'20' ","'RPA' ",25
2015 ,"'Group A Medicine and Dentistry' ","'21 and over' ","'Firm choice' ",1960
2015 ,"'Group A Medicine and Dentistry' ","'21 and over' ","'Insurance choice' ",5
2015 ,"'Group A Medicine and Dentistry' ","'21 and over' ","'Other main scheme choice' ",10
2015 ,"'Group A Medicine and Dentistry' ","'21 and over' ","'Extra' ",15
2015 ,"'Group A Medicine and Dentistry' ","'21 and over' ","'Main scheme Clearing' ",110
2015 ,"'Group A Medicine and Dentistry' ","'21 and over' ","'RPA' ",215
2015 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'Firm choice' ",190
2015 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'Insurance choice' ",25
2015 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'Other main scheme choice' ",10
2015 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'Extra' ",5
2015 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'Main scheme Clearing' ",30
2015 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'Direct Clearing' ",5
2015 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'RPA' ",5
2015 ,"'Group B Subjects allied to Medicine' ","'18' ","'Firm choice' ",11605
2015 ,"'Group B Subjects allied to Medicine' ","'18' ","'Insurance choice' ",1345
2015 ,"'Group B Subjects allied to Medicine' ","'18' ","'Other main scheme choice' ",60
2015 ,"'Group B Subjects allied to Medicine' ","'18' ","'Extra' ",485
2015 ,"'Group B Subjects allied to Medicine' ","'18' ","'Adjustment' ",45
2015 ,"'Group B Subjects allied to Medicine' ","'18' ","'Main scheme Clearing' ",2155
2015 ,"'Group B Subjects allied to Medicine' ","'18' ","'Direct Clearing' ",90
2015 ,"'Group B Subjects allied to Medicine' ","'18' ","'RPA' ",50
2015 ,"'Group B Subjects allied to Medicine' ","'19' ","'Firm choice' ",6210
2015 ,"'Group B Subjects allied to Medicine' ","'19' ","'Insurance choice' ",480
2015 ,"'Group B Subjects allied to Medicine' ","'19' ","'Other main scheme choice' ",115
2015 ,"'Group B Subjects allied to Medicine' ","'19' ","'Extra' ",305
2015 ,"'Group B Subjects allied to Medicine' ","'19' ","'Adjustment' ",25
2015 ,"'Group B Subjects allied to Medicine' ","'19' ","'Main scheme Clearing' ",1095
2015 ,"'Group B Subjects allied to Medicine' ","'19' ","'Direct Clearing' ",120
2015 ,"'Group B Subjects allied to Medicine' ","'19' ","'RPA' ",80
2015 ,"'Group B Subjects allied to Medicine' ","'20' ","'Firm choice' ",2955
2015 ,"'Group B Subjects allied to Medicine' ","'20' ","'Insurance choice' ",115
2015 ,"'Group B Subjects allied to Medicine' ","'20' ","'Other main scheme choice' ",105
2015 ,"'Group B Subjects allied to Medicine' ","'20' ","'Extra' ",150
2015 ,"'Group B Subjects allied to Medicine' ","'20' ","'Adjustment' ",5
2015 ,"'Group B Subjects allied to Medicine' ","'20' ","'Main scheme Clearing' ",360
2015 ,"'Group B Subjects allied to Medicine' ","'20' ","'Direct Clearing' ",100
2015 ,"'Group B Subjects allied to Medicine' ","'20' ","'RPA' ",65
2015 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Firm choice' ",19660
2015 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Insurance choice' ",315
2015 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Other main scheme choice' ",1245
2015 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Extra' ",630
2015 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Adjustment' ",10
2015 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Main scheme Clearing' ",1790
2015 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Direct Clearing' ",730
2015 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'RPA' ",765
2015 ,"'Group C Biological Sciences' ","'17 and under' ","'Firm choice' ",310
2015 ,"'Group C Biological Sciences' ","'17 and under' ","'Insurance choice' ",70
2015 ,"'Group C Biological Sciences' ","'17 and under' ","'Other main scheme choice' ",10
2015 ,"'Group C Biological Sciences' ","'17 and under' ","'Extra' ",5
2015 ,"'Group C Biological Sciences' ","'17 and under' ","'Main scheme Clearing' ",40
2015 ,"'Group C Biological Sciences' ","'17 and under' ","'Direct Clearing' ",10
2015 ,"'Group C Biological Sciences' ","'17 and under' ","'RPA' ",20
2015 ,"'Group C Biological Sciences' ","'18' ","'Firm choice' ",21465
2015 ,"'Group C Biological Sciences' ","'18' ","'Insurance choice' ",3480
2015 ,"'Group C Biological Sciences' ","'18' ","'Other main scheme choice' ",125
2015 ,"'Group C Biological Sciences' ","'18' ","'Extra' ",325
2015 ,"'Group C Biological Sciences' ","'18' ","'Adjustment' ",90
2015 ,"'Group C Biological Sciences' ","'18' ","'Main scheme Clearing' ",3395
2015 ,"'Group C Biological Sciences' ","'18' ","'Direct Clearing' ",195
2015 ,"'Group C Biological Sciences' ","'18' ","'RPA' ",215
2015 ,"'Group C Biological Sciences' ","'19' ","'Firm choice' ",7790
2015 ,"'Group C Biological Sciences' ","'19' ","'Insurance choice' ",790
2015 ,"'Group C Biological Sciences' ","'19' ","'Other main scheme choice' ",200
2015 ,"'Group C Biological Sciences' ","'19' ","'Extra' ",235
2015 ,"'Group C Biological Sciences' ","'19' ","'Adjustment' ",30
2015 ,"'Group C Biological Sciences' ","'19' ","'Main scheme Clearing' ",1340
2015 ,"'Group C Biological Sciences' ","'19' ","'Direct Clearing' ",260
2015 ,"'Group C Biological Sciences' ","'19' ","'RPA' ",235
2015 ,"'Group C Biological Sciences' ","'20' ","'Firm choice' ",2670
2015 ,"'Group C Biological Sciences' ","'20' ","'Insurance choice' ",170
2015 ,"'Group C Biological Sciences' ","'20' ","'Other main scheme choice' ",135
2015 ,"'Group C Biological Sciences' ","'20' ","'Extra' ",85
2015 ,"'Group C Biological Sciences' ","'20' ","'Main scheme Clearing' ",345
2015 ,"'Group C Biological Sciences' ","'20' ","'Direct Clearing' ",205
2015 ,"'Group C Biological Sciences' ","'20' ","'RPA' ",265
2015 ,"'Group C Biological Sciences' ","'21 and over' ","'Firm choice' ",5000
2015 ,"'Group C Biological Sciences' ","'21 and over' ","'Insurance choice' ",220
2015 ,"'Group C Biological Sciences' ","'21 and over' ","'Other main scheme choice' ",495
2015 ,"'Group C Biological Sciences' ","'21 and over' ","'Extra' ",155
2015 ,"'Group C Biological Sciences' ","'21 and over' ","'Adjustment' ",5
2015 ,"'Group C Biological Sciences' ","'21 and over' ","'Main scheme Clearing' ",545
2015 ,"'Group C Biological Sciences' ","'21 and over' ","'Direct Clearing' ",530
2015 ,"'Group C Biological Sciences' ","'21 and over' ","'RPA' ",785
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'17 and under' ","'Firm choice' ",55
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'17 and under' ","'Insurance choice' ",5
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'17 and under' ","'Main scheme Clearing' ",5
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'17 and under' ","'Direct Clearing' ",5
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'17 and under' ","'RPA' ",10
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'Firm choice' ",2565
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'Insurance choice' ",200
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'Other main scheme choice' ",35
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'Extra' ",60
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'Main scheme Clearing' ",255
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'Direct Clearing' ",35
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'RPA' ",25
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'Firm choice' ",1305
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'Insurance choice' ",65
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'Other main scheme choice' ",45
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'Extra' ",25
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'Main scheme Clearing' ",115
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'Direct Clearing' ",50
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'RPA' ",45
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'Firm choice' ",540
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'Insurance choice' ",10
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'Other main scheme choice' ",30
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'Extra' ",10
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'Main scheme Clearing' ",35
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'Direct Clearing' ",45
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'RPA' ",45
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'Firm choice' ",1230
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'Insurance choice' ",15
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'Other main scheme choice' ",125
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'Extra' ",15
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'Main scheme Clearing' ",80
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'Direct Clearing' ",185
2015 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'RPA' ",260
2015 ,"'Group F Physical Sciences' ","'17 and under' ","'Firm choice' ",175
2015 ,"'Group F Physical Sciences' ","'17 and under' ","'Insurance choice' ",25
2015 ,"'Group F Physical Sciences' ","'17 and under' ","'Main scheme Clearing' ",25
2015 ,"'Group F Physical Sciences' ","'18' ","'Firm choice' ",10570
2015 ,"'Group F Physical Sciences' ","'18' ","'Insurance choice' ",1925
2015 ,"'Group F Physical Sciences' ","'18' ","'Other main scheme choice' ",40
2015 ,"'Group F Physical Sciences' ","'18' ","'Extra' ",60
2015 ,"'Group F Physical Sciences' ","'18' ","'Adjustment' ",40
2015 ,"'Group F Physical Sciences' ","'18' ","'Main scheme Clearing' ",1490
2015 ,"'Group F Physical Sciences' ","'18' ","'Direct Clearing' ",45
2015 ,"'Group F Physical Sciences' ","'18' ","'RPA' ",35
2015 ,"'Group F Physical Sciences' ","'19' ","'Firm choice' ",2705
2015 ,"'Group F Physical Sciences' ","'19' ","'Insurance choice' ",420
2015 ,"'Group F Physical Sciences' ","'19' ","'Other main scheme choice' ",80
2015 ,"'Group F Physical Sciences' ","'19' ","'Extra' ",50
2015 ,"'Group F Physical Sciences' ","'19' ","'Adjustment' ",10
2015 ,"'Group F Physical Sciences' ","'19' ","'Main scheme Clearing' ",470
2015 ,"'Group F Physical Sciences' ","'19' ","'Direct Clearing' ",75
2015 ,"'Group F Physical Sciences' ","'19' ","'RPA' ",60
2015 ,"'Group F Physical Sciences' ","'20' ","'Firm choice' ",660
2015 ,"'Group F Physical Sciences' ","'20' ","'Insurance choice' ",50
2015 ,"'Group F Physical Sciences' ","'20' ","'Other main scheme choice' ",40
2015 ,"'Group F Physical Sciences' ","'20' ","'Extra' ",10
2015 ,"'Group F Physical Sciences' ","'20' ","'Main scheme Clearing' ",100
2015 ,"'Group F Physical Sciences' ","'20' ","'Direct Clearing' ",60
2015 ,"'Group F Physical Sciences' ","'20' ","'RPA' ",65
2015 ,"'Group F Physical Sciences' ","'21 and over' ","'Firm choice' ",1065
2015 ,"'Group F Physical Sciences' ","'21 and over' ","'Insurance choice' ",50
2015 ,"'Group F Physical Sciences' ","'21 and over' ","'Other main scheme choice' ",115
2015 ,"'Group F Physical Sciences' ","'21 and over' ","'Extra' ",30
2015 ,"'Group F Physical Sciences' ","'21 and over' ","'Main scheme Clearing' ",110
2015 ,"'Group F Physical Sciences' ","'21 and over' ","'Direct Clearing' ",145
2015 ,"'Group F Physical Sciences' ","'21 and over' ","'RPA' ",135
2015 ,"'Group G Mathematical Sciences' ","'17 and under' ","'Firm choice' ",125
2015 ,"'Group G Mathematical Sciences' ","'17 and under' ","'Insurance choice' ",20
2015 ,"'Group G Mathematical Sciences' ","'17 and under' ","'Main scheme Clearing' ",15
2015 ,"'Group G Mathematical Sciences' ","'17 and under' ","'Direct Clearing' ",5
2015 ,"'Group G Mathematical Sciences' ","'18' ","'Firm choice' ",4115
2015 ,"'Group G Mathematical Sciences' ","'18' ","'Insurance choice' ",1155
2015 ,"'Group G Mathematical Sciences' ","'18' ","'Other main scheme choice' ",10
2015 ,"'Group G Mathematical Sciences' ","'18' ","'Extra' ",35
2015 ,"'Group G Mathematical Sciences' ","'18' ","'Adjustment' ",20
2015 ,"'Group G Mathematical Sciences' ","'18' ","'Main scheme Clearing' ",625
2015 ,"'Group G Mathematical Sciences' ","'18' ","'Direct Clearing' ",20
2015 ,"'Group G Mathematical Sciences' ","'18' ","'RPA' ",15
2015 ,"'Group G Mathematical Sciences' ","'19' ","'Firm choice' ",1005
2015 ,"'Group G Mathematical Sciences' ","'19' ","'Insurance choice' ",240
2015 ,"'Group G Mathematical Sciences' ","'19' ","'Other main scheme choice' ",25
2015 ,"'Group G Mathematical Sciences' ","'19' ","'Extra' ",10
2015 ,"'Group G Mathematical Sciences' ","'19' ","'Adjustment' ",10
2015 ,"'Group G Mathematical Sciences' ","'19' ","'Main scheme Clearing' ",245
2015 ,"'Group G Mathematical Sciences' ","'19' ","'Direct Clearing' ",40
2015 ,"'Group G Mathematical Sciences' ","'19' ","'RPA' ",30
2015 ,"'Group G Mathematical Sciences' ","'20' ","'Firm choice' ",275
2015 ,"'Group G Mathematical Sciences' ","'20' ","'Insurance choice' ",35
2015 ,"'Group G Mathematical Sciences' ","'20' ","'Other main scheme choice' ",20
2015 ,"'Group G Mathematical Sciences' ","'20' ","'Extra' ",5
2015 ,"'Group G Mathematical Sciences' ","'20' ","'Main scheme Clearing' ",55
2015 ,"'Group G Mathematical Sciences' ","'20' ","'Direct Clearing' ",40
2015 ,"'Group G Mathematical Sciences' ","'20' ","'RPA' ",25
2015 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Firm choice' ",310
2015 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Insurance choice' ",15
2015 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Other main scheme choice' ",50
