"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Disability Indicator , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_023_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Disability Indicator , Acceptance Route,Number of Acceptances,
2010 ,"'Group A Medicine and Dentistry' ","'Disability declared' ","'Firm choice' ",335
2016 ,"'Group R European Languages, Literature and related' ","'Disability declared' ","'Insurance choice' ",20
2016 ,"'Group R European Languages, Literature and related' ","'Disability declared' ","'Other main scheme choice' ",5
2016 ,"'Group R European Languages, Literature and related' ","'Disability declared' ","'Main scheme Clearing' ",30
2016 ,"'Group R European Languages, Literature and related' ","'Disability declared' ","'Direct Clearing' ",5
2016 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'Firm choice' ",2295
2016 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'Insurance choice' ",275
2016 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'Other main scheme choice' ",15
2016 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'Extra' ",15
2016 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'Adjustment' ",10
2016 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'Main scheme Clearing' ",270
2016 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'Direct Clearing' ",30
2016 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'RPA' ",15
2016 ,"'Group T Non-European Languages, Literature and related' ","'Disability declared' ","'Firm choice' ",105
2016 ,"'Group T Non-European Languages, Literature and related' ","'Disability declared' ","'Insurance choice' ",5
2016 ,"'Group T Non-European Languages, Literature and related' ","'Disability declared' ","'Main scheme Clearing' ",5
2016 ,"'Group T Non-European Languages, Literature and related' ","'Disability declared' ","'Direct Clearing' ",5
2016 ,"'Group T Non-European Languages, Literature and related' ","'Disability declared' ","'RPA' ",5
2016 ,"'Group T Non-European Languages, Literature and related' ","'No disability declared' ","'Firm choice' ",690
2016 ,"'Group T Non-European Languages, Literature and related' ","'No disability declared' ","'Insurance choice' ",75
2016 ,"'Group T Non-European Languages, Literature and related' ","'No disability declared' ","'Other main scheme choice' ",15
2016 ,"'Group T Non-European Languages, Literature and related' ","'No disability declared' ","'Extra' ",5
2016 ,"'Group T Non-European Languages, Literature and related' ","'No disability declared' ","'Main scheme Clearing' ",75
2016 ,"'Group T Non-European Languages, Literature and related' ","'No disability declared' ","'Direct Clearing' ",25
2016 ,"'Group T Non-European Languages, Literature and related' ","'No disability declared' ","'RPA' ",5
2016 ,"'Group V History and Philosophical studies' ","'Disability declared' ","'Firm choice' ",1335
2016 ,"'Group V History and Philosophical studies' ","'Disability declared' ","'Insurance choice' ",155
2016 ,"'Group V History and Philosophical studies' ","'Disability declared' ","'Other main scheme choice' ",35
2016 ,"'Group V History and Philosophical studies' ","'Disability declared' ","'Extra' ",15
2016 ,"'Group V History and Philosophical studies' ","'Disability declared' ","'Adjustment' ",5
2016 ,"'Group V History and Philosophical studies' ","'Disability declared' ","'Main scheme Clearing' ",145
2016 ,"'Group V History and Philosophical studies' ","'Disability declared' ","'Direct Clearing' ",55
2016 ,"'Group V History and Philosophical studies' ","'Disability declared' ","'RPA' ",30
2016 ,"'Group V History and Philosophical studies' ","'No disability declared' ","'Firm choice' ",9710
2016 ,"'Group V History and Philosophical studies' ","'No disability declared' ","'Insurance choice' ",1365
2016 ,"'Group V History and Philosophical studies' ","'No disability declared' ","'Other main scheme choice' ",115
2016 ,"'Group V History and Philosophical studies' ","'No disability declared' ","'Extra' ",85
2016 ,"'Group V History and Philosophical studies' ","'No disability declared' ","'Adjustment' ",25
2016 ,"'Group V History and Philosophical studies' ","'No disability declared' ","'Main scheme Clearing' ",1180
2016 ,"'Group V History and Philosophical studies' ","'No disability declared' ","'Direct Clearing' ",240
2016 ,"'Group V History and Philosophical studies' ","'No disability declared' ","'RPA' ",170
2016 ,"'Group W Creative Arts and Design' ","'Disability declared' ","'Firm choice' ",6420
2016 ,"'Group W Creative Arts and Design' ","'Disability declared' ","'Insurance choice' ",135
2016 ,"'Group W Creative Arts and Design' ","'Disability declared' ","'Other main scheme choice' ",280
2016 ,"'Group W Creative Arts and Design' ","'Disability declared' ","'Extra' ",90
2016 ,"'Group W Creative Arts and Design' ","'Disability declared' ","'Main scheme Clearing' ",345
2016 ,"'Group W Creative Arts and Design' ","'Disability declared' ","'Direct Clearing' ",275
2016 ,"'Group W Creative Arts and Design' ","'Disability declared' ","'RPA' ",410
2016 ,"'Group W Creative Arts and Design' ","'No disability declared' ","'Firm choice' ",33420
2016 ,"'Group W Creative Arts and Design' ","'No disability declared' ","'Insurance choice' ",935
2016 ,"'Group W Creative Arts and Design' ","'No disability declared' ","'Other main scheme choice' ",1225
2016 ,"'Group W Creative Arts and Design' ","'No disability declared' ","'Extra' ",490
2016 ,"'Group W Creative Arts and Design' ","'No disability declared' ","'Adjustment' ",20
2016 ,"'Group W Creative Arts and Design' ","'No disability declared' ","'Main scheme Clearing' ",1790
2016 ,"'Group W Creative Arts and Design' ","'No disability declared' ","'Direct Clearing' ",1110
2016 ,"'Group W Creative Arts and Design' ","'No disability declared' ","'RPA' ",1710
2016 ,"'Group X Education' ","'Disability declared' ","'Firm choice' ",1325
2016 ,"'Group X Education' ","'Disability declared' ","'Insurance choice' ",60
2016 ,"'Group X Education' ","'Disability declared' ","'Other main scheme choice' ",85
2016 ,"'Group X Education' ","'Disability declared' ","'Extra' ",25
2016 ,"'Group X Education' ","'Disability declared' ","'Main scheme Clearing' ",100
2016 ,"'Group X Education' ","'Disability declared' ","'Direct Clearing' ",85
2016 ,"'Group X Education' ","'Disability declared' ","'RPA' ",75
2016 ,"'Group X Education' ","'No disability declared' ","'Firm choice' ",13595
2016 ,"'Group X Education' ","'No disability declared' ","'Insurance choice' ",550
2016 ,"'Group X Education' ","'No disability declared' ","'Other main scheme choice' ",680
2016 ,"'Group X Education' ","'No disability declared' ","'Extra' ",365
2016 ,"'Group X Education' ","'No disability declared' ","'Adjustment' ",10
2016 ,"'Group X Education' ","'No disability declared' ","'Main scheme Clearing' ",1185
2016 ,"'Group X Education' ","'No disability declared' ","'Direct Clearing' ",730
2016 ,"'Group X Education' ","'No disability declared' ","'RPA' ",865
2016 ,"'Y Combined arts' ","'Disability declared' ","'Firm choice' ",810
2016 ,"'Y Combined arts' ","'Disability declared' ","'Insurance choice' ",65
2016 ,"'Y Combined arts' ","'Disability declared' ","'Other main scheme choice' ",25
2016 ,"'Y Combined arts' ","'Disability declared' ","'Extra' ",15
2016 ,"'Y Combined arts' ","'Disability declared' ","'Main scheme Clearing' ",75
2016 ,"'Y Combined arts' ","'Disability declared' ","'Direct Clearing' ",45
2016 ,"'Y Combined arts' ","'Disability declared' ","'RPA' ",25
2016 ,"'Y Combined arts' ","'No disability declared' ","'Firm choice' ",5770
2016 ,"'Y Combined arts' ","'No disability declared' ","'Insurance choice' ",550
2016 ,"'Y Combined arts' ","'No disability declared' ","'Other main scheme choice' ",120
2016 ,"'Y Combined arts' ","'No disability declared' ","'Extra' ",85
2016 ,"'Y Combined arts' ","'No disability declared' ","'Adjustment' ",15
2016 ,"'Y Combined arts' ","'No disability declared' ","'Main scheme Clearing' ",595
2016 ,"'Y Combined arts' ","'No disability declared' ","'Direct Clearing' ",150
2016 ,"'Y Combined arts' ","'No disability declared' ","'RPA' ",135
2016 ,"'Y Combined sciences' ","'Disability declared' ","'Firm choice' ",425
2016 ,"'Y Combined sciences' ","'Disability declared' ","'Insurance choice' ",40
2016 ,"'Y Combined sciences' ","'Disability declared' ","'Other main scheme choice' ",20
2016 ,"'Y Combined sciences' ","'Disability declared' ","'Extra' ",10
2016 ,"'Y Combined sciences' ","'Disability declared' ","'Main scheme Clearing' ",50
2016 ,"'Y Combined sciences' ","'Disability declared' ","'Direct Clearing' ",25
2016 ,"'Y Combined sciences' ","'Disability declared' ","'RPA' ",30
2016 ,"'Y Combined sciences' ","'No disability declared' ","'Firm choice' ",3575
2016 ,"'Y Combined sciences' ","'No disability declared' ","'Insurance choice' ",400
2016 ,"'Y Combined sciences' ","'No disability declared' ","'Other main scheme choice' ",120
2016 ,"'Y Combined sciences' ","'No disability declared' ","'Extra' ",105
2016 ,"'Y Combined sciences' ","'No disability declared' ","'Main scheme Clearing' ",560
2016 ,"'Y Combined sciences' ","'No disability declared' ","'Direct Clearing' ",130
2016 ,"'Y Combined sciences' ","'No disability declared' ","'RPA' ",175
2016 ,"'Y Combined social sciences' ","'Disability declared' ","'Firm choice' ",190
2016 ,"'Y Combined social sciences' ","'Disability declared' ","'Insurance choice' ",20
2016 ,"'Y Combined social sciences' ","'Disability declared' ","'Other main scheme choice' ",5
2016 ,"'Y Combined social sciences' ","'Disability declared' ","'Main scheme Clearing' ",40
2016 ,"'Y Combined social sciences' ","'Disability declared' ","'Direct Clearing' ",5
2016 ,"'Y Combined social sciences' ","'Disability declared' ","'RPA' ",10
2016 ,"'Y Combined social sciences' ","'No disability declared' ","'Firm choice' ",2630
2016 ,"'Y Combined social sciences' ","'No disability declared' ","'Insurance choice' ",420
2016 ,"'Y Combined social sciences' ","'No disability declared' ","'Other main scheme choice' ",55
2016 ,"'Y Combined social sciences' ","'No disability declared' ","'Extra' ",60
2016 ,"'Y Combined social sciences' ","'No disability declared' ","'Adjustment' ",10
2016 ,"'Y Combined social sciences' ","'No disability declared' ","'Main scheme Clearing' ",680
2016 ,"'Y Combined social sciences' ","'No disability declared' ","'Direct Clearing' ",125
2016 ,"'Y Combined social sciences' ","'No disability declared' ","'RPA' ",110
2016 ,"'Y Sciences combined with Social Sciences or Arts' ","'Disability declared' ","'Firm choice' ",840
2016 ,"'Y Sciences combined with Social Sciences or Arts' ","'Disability declared' ","'Insurance choice' ",55
2016 ,"'Y Sciences combined with Social Sciences or Arts' ","'Disability declared' ","'Other main scheme choice' ",25
2016 ,"'Y Sciences combined with Social Sciences or Arts' ","'Disability declared' ","'Extra' ",20
2016 ,"'Y Sciences combined with Social Sciences or Arts' ","'Disability declared' ","'Main scheme Clearing' ",65
2016 ,"'Y Sciences combined with Social Sciences or Arts' ","'Disability declared' ","'Direct Clearing' ",45
2016 ,"'Y Sciences combined with Social Sciences or Arts' ","'Disability declared' ","'RPA' ",35
2016 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'Firm choice' ",6940
2016 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'Insurance choice' ",620
2016 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'Other main scheme choice' ",185
2016 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'Extra' ",150
2016 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'Adjustment' ",10
2016 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'Main scheme Clearing' ",785
2016 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'Direct Clearing' ",305
2016 ,"'Y Sciences combined with Social Sciences or Arts' ","'No disability declared' ","'RPA' ",470
2016 ,"'Y Social Sciences combined with Arts' ","'Disability declared' ","'Firm choice' ",605
2016 ,"'Y Social Sciences combined with Arts' ","'Disability declared' ","'Insurance choice' ",65
2016 ,"'Y Social Sciences combined with Arts' ","'Disability declared' ","'Other main scheme choice' ",15
2016 ,"'Y Social Sciences combined with Arts' ","'Disability declared' ","'Extra' ",10
2016 ,"'Y Social Sciences combined with Arts' ","'Disability declared' ","'Main scheme Clearing' ",70
2016 ,"'Y Social Sciences combined with Arts' ","'Disability declared' ","'Direct Clearing' ",25
2016 ,"'Y Social Sciences combined with Arts' ","'Disability declared' ","'RPA' ",35
2016 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'Firm choice' ",5250
2016 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'Insurance choice' ",585
2016 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'Other main scheme choice' ",130
2016 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'Extra' ",90
2016 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'Adjustment' ",15
2016 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'Main scheme Clearing' ",830
2016 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'Direct Clearing' ",190
2016 ,"'Y Social Sciences combined with Arts' ","'No disability declared' ","'RPA' ",275
2016 ,"'Z General, other combined and unknown' ","'Disability declared' ","'Firm choice' ",355
2016 ,"'Z General, other combined and unknown' ","'Disability declared' ","'Insurance choice' ",40
2016 ,"'Z General, other combined and unknown' ","'Disability declared' ","'Other main scheme choice' ",10
2016 ,"'Z General, other combined and unknown' ","'Disability declared' ","'Extra' ",5
2016 ,"'Z General, other combined and unknown' ","'Disability declared' ","'Main scheme Clearing' ",35
2016 ,"'Z General, other combined and unknown' ","'Disability declared' ","'Direct Clearing' ",10
2016 ,"'Z General, other combined and unknown' ","'Disability declared' ","'RPA' ",5
2016 ,"'Z General, other combined and unknown' ","'No disability declared' ","'Firm choice' ",3500
2016 ,"'Z General, other combined and unknown' ","'No disability declared' ","'Insurance choice' ",285
2016 ,"'Z General, other combined and unknown' ","'No disability declared' ","'Other main scheme choice' ",55
2016 ,"'Z General, other combined and unknown' ","'No disability declared' ","'Extra' ",55
2016 ,"'Z General, other combined and unknown' ","'No disability declared' ","'Adjustment' ",10
2016 ,"'Z General, other combined and unknown' ","'No disability declared' ","'Main scheme Clearing' ",370
2016 ,"'Z General, other combined and unknown' ","'No disability declared' ","'Direct Clearing' ",75
2016 ,"'Z General, other combined and unknown' ","'No disability declared' ","'RPA' ",75
