"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Applicant Domicile (UK / EU / Not EU) , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_011_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Applicant Domicile (UK / EU / Not EU) , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'UK' ","'Firm choice' ",7625
2016 ,"'Group G Mathematical Sciences' ","'UK' ","'Adjustment' ",30
2016 ,"'Group G Mathematical Sciences' ","'UK' ","'Main scheme Clearing' ",1020
2016 ,"'Group G Mathematical Sciences' ","'UK' ","'Direct Clearing' ",160
2016 ,"'Group G Mathematical Sciences' ","'UK' ","'RPA' ",60
2016 ,"'Group G Mathematical Sciences' ","'EU (excluding UK)' ","'Firm choice' ",335
2016 ,"'Group G Mathematical Sciences' ","'EU (excluding UK)' ","'Insurance choice' ",45
2016 ,"'Group G Mathematical Sciences' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2016 ,"'Group G Mathematical Sciences' ","'EU (excluding UK)' ","'Extra' ",5
2016 ,"'Group G Mathematical Sciences' ","'EU (excluding UK)' ","'Main scheme Clearing' ",30
2016 ,"'Group G Mathematical Sciences' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2016 ,"'Group G Mathematical Sciences' ","'Not EU' ","'Firm choice' ",775
2016 ,"'Group G Mathematical Sciences' ","'Not EU' ","'Insurance choice' ",175
2016 ,"'Group G Mathematical Sciences' ","'Not EU' ","'Other main scheme choice' ",15
2016 ,"'Group G Mathematical Sciences' ","'Not EU' ","'Extra' ",5
2016 ,"'Group G Mathematical Sciences' ","'Not EU' ","'Main scheme Clearing' ",130
2016 ,"'Group G Mathematical Sciences' ","'Not EU' ","'Direct Clearing' ",15
2016 ,"'Group G Mathematical Sciences' ","'Not EU' ","'RPA' ",45
2016 ,"'Group H Engineering' ","'UK' ","'Firm choice' ",15770
2016 ,"'Group H Engineering' ","'UK' ","'Insurance choice' ",2845
2016 ,"'Group H Engineering' ","'UK' ","'Other main scheme choice' ",530
2016 ,"'Group H Engineering' ","'UK' ","'Extra' ",200
2016 ,"'Group H Engineering' ","'UK' ","'Adjustment' ",50
2016 ,"'Group H Engineering' ","'UK' ","'Main scheme Clearing' ",2965
2016 ,"'Group H Engineering' ","'UK' ","'Direct Clearing' ",805
2016 ,"'Group H Engineering' ","'UK' ","'RPA' ",855
2016 ,"'Group H Engineering' ","'EU (excluding UK)' ","'Firm choice' ",1555
2016 ,"'Group H Engineering' ","'EU (excluding UK)' ","'Insurance choice' ",250
2016 ,"'Group H Engineering' ","'EU (excluding UK)' ","'Other main scheme choice' ",65
2016 ,"'Group H Engineering' ","'EU (excluding UK)' ","'Extra' ",15
2016 ,"'Group H Engineering' ","'EU (excluding UK)' ","'Main scheme Clearing' ",130
2016 ,"'Group H Engineering' ","'EU (excluding UK)' ","'Direct Clearing' ",35
2016 ,"'Group H Engineering' ","'EU (excluding UK)' ","'RPA' ",140
2016 ,"'Group H Engineering' ","'Not EU' ","'Firm choice' ",2890
2016 ,"'Group H Engineering' ","'Not EU' ","'Insurance choice' ",490
2016 ,"'Group H Engineering' ","'Not EU' ","'Other main scheme choice' ",235
2016 ,"'Group H Engineering' ","'Not EU' ","'Extra' ",40
2016 ,"'Group H Engineering' ","'Not EU' ","'Main scheme Clearing' ",410
2016 ,"'Group H Engineering' ","'Not EU' ","'Direct Clearing' ",65
2016 ,"'Group H Engineering' ","'Not EU' ","'RPA' ",440
2016 ,"'Group I Computer Sciences' ","'UK' ","'Firm choice' ",16455
2016 ,"'Group I Computer Sciences' ","'UK' ","'Insurance choice' ",1795
2016 ,"'Group I Computer Sciences' ","'UK' ","'Other main scheme choice' ",775
2016 ,"'Group I Computer Sciences' ","'UK' ","'Extra' ",220
2016 ,"'Group I Computer Sciences' ","'UK' ","'Adjustment' ",35
2016 ,"'Group I Computer Sciences' ","'UK' ","'Main scheme Clearing' ",2080
2016 ,"'Group I Computer Sciences' ","'UK' ","'Direct Clearing' ",1015
2016 ,"'Group I Computer Sciences' ","'UK' ","'RPA' ",1105
2016 ,"'Group I Computer Sciences' ","'EU (excluding UK)' ","'Firm choice' ",1585
2016 ,"'Group I Computer Sciences' ","'EU (excluding UK)' ","'Insurance choice' ",165
2016 ,"'Group I Computer Sciences' ","'EU (excluding UK)' ","'Other main scheme choice' ",95
2016 ,"'Group I Computer Sciences' ","'EU (excluding UK)' ","'Extra' ",20
2016 ,"'Group I Computer Sciences' ","'EU (excluding UK)' ","'Adjustment' ",5
2016 ,"'Group I Computer Sciences' ","'EU (excluding UK)' ","'Main scheme Clearing' ",100
2016 ,"'Group I Computer Sciences' ","'EU (excluding UK)' ","'Direct Clearing' ",25
2016 ,"'Group I Computer Sciences' ","'EU (excluding UK)' ","'RPA' ",70
2016 ,"'Group I Computer Sciences' ","'Not EU' ","'Firm choice' ",770
2016 ,"'Group I Computer Sciences' ","'Not EU' ","'Insurance choice' ",150
2016 ,"'Group I Computer Sciences' ","'Not EU' ","'Other main scheme choice' ",80
2016 ,"'Group I Computer Sciences' ","'Not EU' ","'Extra' ",10
2016 ,"'Group I Computer Sciences' ","'Not EU' ","'Main scheme Clearing' ",125
2016 ,"'Group I Computer Sciences' ","'Not EU' ","'Direct Clearing' ",30
2016 ,"'Group I Computer Sciences' ","'Not EU' ","'RPA' ",135
2016 ,"'Group J Technologies' ","'UK' ","'Firm choice' ",1255
2016 ,"'Group J Technologies' ","'UK' ","'Insurance choice' ",85
2016 ,"'Group J Technologies' ","'UK' ","'Other main scheme choice' ",55
2016 ,"'Group J Technologies' ","'UK' ","'Extra' ",15
2016 ,"'Group J Technologies' ","'UK' ","'Main scheme Clearing' ",110
2016 ,"'Group J Technologies' ","'UK' ","'Direct Clearing' ",70
2016 ,"'Group J Technologies' ","'UK' ","'RPA' ",120
2016 ,"'Group J Technologies' ","'EU (excluding UK)' ","'Firm choice' ",155
2016 ,"'Group J Technologies' ","'EU (excluding UK)' ","'Insurance choice' ",15
2016 ,"'Group J Technologies' ","'EU (excluding UK)' ","'Other main scheme choice' ",10
2016 ,"'Group J Technologies' ","'EU (excluding UK)' ","'Main scheme Clearing' ",5
2016 ,"'Group J Technologies' ","'EU (excluding UK)' ","'RPA' ",25
2016 ,"'Group J Technologies' ","'Not EU' ","'Firm choice' ",135
2016 ,"'Group J Technologies' ","'Not EU' ","'Insurance choice' ",20
2016 ,"'Group J Technologies' ","'Not EU' ","'Other main scheme choice' ",20
2016 ,"'Group J Technologies' ","'Not EU' ","'Main scheme Clearing' ",15
2016 ,"'Group J Technologies' ","'Not EU' ","'Direct Clearing' ",10
2016 ,"'Group J Technologies' ","'Not EU' ","'RPA' ",40
2016 ,"'Group K Architecture, Building and Planning' ","'UK' ","'Firm choice' ",4845
2016 ,"'Group K Architecture, Building and Planning' ","'UK' ","'Insurance choice' ",500
2016 ,"'Group K Architecture, Building and Planning' ","'UK' ","'Other main scheme choice' ",250
2016 ,"'Group K Architecture, Building and Planning' ","'UK' ","'Extra' ",75
2016 ,"'Group K Architecture, Building and Planning' ","'UK' ","'Adjustment' ",15
2016 ,"'Group K Architecture, Building and Planning' ","'UK' ","'Main scheme Clearing' ",660
2016 ,"'Group K Architecture, Building and Planning' ","'UK' ","'Direct Clearing' ",310
2016 ,"'Group K Architecture, Building and Planning' ","'UK' ","'RPA' ",325
2016 ,"'Group K Architecture, Building and Planning' ","'EU (excluding UK)' ","'Firm choice' ",475
2016 ,"'Group K Architecture, Building and Planning' ","'EU (excluding UK)' ","'Insurance choice' ",55
2016 ,"'Group K Architecture, Building and Planning' ","'EU (excluding UK)' ","'Other main scheme choice' ",30
2016 ,"'Group K Architecture, Building and Planning' ","'EU (excluding UK)' ","'Extra' ",5
2016 ,"'Group K Architecture, Building and Planning' ","'EU (excluding UK)' ","'Main scheme Clearing' ",40
2016 ,"'Group K Architecture, Building and Planning' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2016 ,"'Group K Architecture, Building and Planning' ","'EU (excluding UK)' ","'RPA' ",5
2016 ,"'Group K Architecture, Building and Planning' ","'Not EU' ","'Firm choice' ",705
2016 ,"'Group K Architecture, Building and Planning' ","'Not EU' ","'Insurance choice' ",105
2016 ,"'Group K Architecture, Building and Planning' ","'Not EU' ","'Other main scheme choice' ",65
2016 ,"'Group K Architecture, Building and Planning' ","'Not EU' ","'Extra' ",5
2016 ,"'Group K Architecture, Building and Planning' ","'Not EU' ","'Adjustment' ",5
2016 ,"'Group K Architecture, Building and Planning' ","'Not EU' ","'Main scheme Clearing' ",70
2016 ,"'Group K Architecture, Building and Planning' ","'Not EU' ","'Direct Clearing' ",15
2016 ,"'Group K Architecture, Building and Planning' ","'Not EU' ","'RPA' ",10
2016 ,"'Group L Social Studies' ","'UK' ","'Firm choice' ",27460
2016 ,"'Group L Social Studies' ","'UK' ","'Insurance choice' ",3570
2016 ,"'Group L Social Studies' ","'UK' ","'Other main scheme choice' ",1320
2016 ,"'Group L Social Studies' ","'UK' ","'Extra' ",775
2016 ,"'Group L Social Studies' ","'UK' ","'Adjustment' ",95
2016 ,"'Group L Social Studies' ","'UK' ","'Main scheme Clearing' ",5465
2016 ,"'Group L Social Studies' ","'UK' ","'Direct Clearing' ",1390
2016 ,"'Group L Social Studies' ","'UK' ","'RPA' ",2130
2016 ,"'Group L Social Studies' ","'EU (excluding UK)' ","'Firm choice' ",1885
2016 ,"'Group L Social Studies' ","'EU (excluding UK)' ","'Insurance choice' ",235
2016 ,"'Group L Social Studies' ","'EU (excluding UK)' ","'Other main scheme choice' ",70
2016 ,"'Group L Social Studies' ","'EU (excluding UK)' ","'Extra' ",30
2016 ,"'Group L Social Studies' ","'EU (excluding UK)' ","'Adjustment' ",5
2016 ,"'Group L Social Studies' ","'EU (excluding UK)' ","'Main scheme Clearing' ",130
2016 ,"'Group L Social Studies' ","'EU (excluding UK)' ","'Direct Clearing' ",35
2016 ,"'Group L Social Studies' ","'EU (excluding UK)' ","'RPA' ",50
2016 ,"'Group L Social Studies' ","'Not EU' ","'Firm choice' ",2180
2016 ,"'Group L Social Studies' ","'Not EU' ","'Insurance choice' ",395
2016 ,"'Group L Social Studies' ","'Not EU' ","'Other main scheme choice' ",135
2016 ,"'Group L Social Studies' ","'Not EU' ","'Extra' ",30
2016 ,"'Group L Social Studies' ","'Not EU' ","'Adjustment' ",5
2016 ,"'Group L Social Studies' ","'Not EU' ","'Main scheme Clearing' ",305
2016 ,"'Group L Social Studies' ","'Not EU' ","'Direct Clearing' ",50
2016 ,"'Group L Social Studies' ","'Not EU' ","'RPA' ",185
2016 ,"'Group M Law' ","'UK' ","'Firm choice' ",13345
2016 ,"'Group M Law' ","'UK' ","'Insurance choice' ",2090
2016 ,"'Group M Law' ","'UK' ","'Other main scheme choice' ",350
2016 ,"'Group M Law' ","'UK' ","'Extra' ",225
2016 ,"'Group M Law' ","'UK' ","'Adjustment' ",65
2016 ,"'Group M Law' ","'UK' ","'Main scheme Clearing' ",2610
2016 ,"'Group M Law' ","'UK' ","'Direct Clearing' ",590
2016 ,"'Group M Law' ","'UK' ","'RPA' ",565
2016 ,"'Group M Law' ","'EU (excluding UK)' ","'Firm choice' ",1105
2016 ,"'Group M Law' ","'EU (excluding UK)' ","'Insurance choice' ",120
2016 ,"'Group M Law' ","'EU (excluding UK)' ","'Other main scheme choice' ",65
2016 ,"'Group M Law' ","'EU (excluding UK)' ","'Extra' ",15
2016 ,"'Group M Law' ","'EU (excluding UK)' ","'Main scheme Clearing' ",85
2016 ,"'Group M Law' ","'EU (excluding UK)' ","'Direct Clearing' ",20
2016 ,"'Group M Law' ","'EU (excluding UK)' ","'RPA' ",30
2016 ,"'Group M Law' ","'Not EU' ","'Firm choice' ",2490
2016 ,"'Group M Law' ","'Not EU' ","'Insurance choice' ",365
2016 ,"'Group M Law' ","'Not EU' ","'Other main scheme choice' ",305
2016 ,"'Group M Law' ","'Not EU' ","'Extra' ",45
2016 ,"'Group M Law' ","'Not EU' ","'Adjustment' ",10
2016 ,"'Group M Law' ","'Not EU' ","'Main scheme Clearing' ",310
2016 ,"'Group M Law' ","'Not EU' ","'Direct Clearing' ",75
2016 ,"'Group M Law' ","'Not EU' ","'RPA' ",175
2016 ,"'Group N Business and Admin studies' ","'UK' ","'Firm choice' ",35625
2016 ,"'Group N Business and Admin studies' ","'UK' ","'Insurance choice' ",4195
2016 ,"'Group N Business and Admin studies' ","'UK' ","'Other main scheme choice' ",1455
2016 ,"'Group N Business and Admin studies' ","'UK' ","'Extra' ",570
2016 ,"'Group N Business and Admin studies' ","'UK' ","'Adjustment' ",90
2016 ,"'Group N Business and Admin studies' ","'UK' ","'Main scheme Clearing' ",5650
2016 ,"'Group N Business and Admin studies' ","'UK' ","'Direct Clearing' ",2320
2016 ,"'Group N Business and Admin studies' ","'UK' ","'RPA' ",3855
2016 ,"'Group N Business and Admin studies' ","'EU (excluding UK)' ","'Firm choice' ",4060
2016 ,"'Group N Business and Admin studies' ","'EU (excluding UK)' ","'Insurance choice' ",490
2016 ,"'Group N Business and Admin studies' ","'EU (excluding UK)' ","'Other main scheme choice' ",260
2016 ,"'Group N Business and Admin studies' ","'EU (excluding UK)' ","'Extra' ",55
2016 ,"'Group N Business and Admin studies' ","'EU (excluding UK)' ","'Main scheme Clearing' ",335
2016 ,"'Group N Business and Admin studies' ","'EU (excluding UK)' ","'Direct Clearing' ",105
2016 ,"'Group N Business and Admin studies' ","'EU (excluding UK)' ","'RPA' ",275
2016 ,"'Group N Business and Admin studies' ","'Not EU' ","'Firm choice' ",4595
2016 ,"'Group N Business and Admin studies' ","'Not EU' ","'Insurance choice' ",855
2016 ,"'Group N Business and Admin studies' ","'Not EU' ","'Other main scheme choice' ",440
2016 ,"'Group N Business and Admin studies' ","'Not EU' ","'Extra' ",95
2016 ,"'Group N Business and Admin studies' ","'Not EU' ","'Adjustment' ",5
2016 ,"'Group N Business and Admin studies' ","'Not EU' ","'Main scheme Clearing' ",735
2016 ,"'Group N Business and Admin studies' ","'Not EU' ","'Direct Clearing' ",95
2016 ,"'Group N Business and Admin studies' ","'Not EU' ","'RPA' ",1495
2016 ,"'Group P Mass Communication and Documentation' ","'UK' ","'Firm choice' ",9260
2016 ,"'Group P Mass Communication and Documentation' ","'UK' ","'Insurance choice' ",535
2016 ,"'Group P Mass Communication and Documentation' ","'UK' ","'Other main scheme choice' ",310
2016 ,"'Group P Mass Communication and Documentation' ","'UK' ","'Extra' ",135
2016 ,"'Group P Mass Communication and Documentation' ","'UK' ","'Adjustment' ",15
2016 ,"'Group P Mass Communication and Documentation' ","'UK' ","'Main scheme Clearing' ",785
2016 ,"'Group P Mass Communication and Documentation' ","'UK' ","'Direct Clearing' ",400
2016 ,"'Group P Mass Communication and Documentation' ","'UK' ","'RPA' ",320
2016 ,"'Group P Mass Communication and Documentation' ","'EU (excluding UK)' ","'Firm choice' ",860
2016 ,"'Group P Mass Communication and Documentation' ","'EU (excluding UK)' ","'Insurance choice' ",40
2016 ,"'Group P Mass Communication and Documentation' ","'EU (excluding UK)' ","'Other main scheme choice' ",60
2016 ,"'Group P Mass Communication and Documentation' ","'EU (excluding UK)' ","'Extra' ",20
2016 ,"'Group P Mass Communication and Documentation' ","'EU (excluding UK)' ","'Main scheme Clearing' ",30
2016 ,"'Group P Mass Communication and Documentation' ","'EU (excluding UK)' ","'Direct Clearing' ",15
2016 ,"'Group P Mass Communication and Documentation' ","'EU (excluding UK)' ","'RPA' ",25
2016 ,"'Group P Mass Communication and Documentation' ","'Not EU' ","'Firm choice' ",490
2016 ,"'Group P Mass Communication and Documentation' ","'Not EU' ","'Insurance choice' ",50
2016 ,"'Group P Mass Communication and Documentation' ","'Not EU' ","'Other main scheme choice' ",70
2016 ,"'Group P Mass Communication and Documentation' ","'Not EU' ","'Extra' ",5
2016 ,"'Group P Mass Communication and Documentation' ","'Not EU' ","'Main scheme Clearing' ",40
2016 ,"'Group P Mass Communication and Documentation' ","'Not EU' ","'Direct Clearing' ",20
2016 ,"'Group P Mass Communication and Documentation' ","'Not EU' ","'RPA' ",145
2016 ,"'Group Q Linguistics, Classics and related' ","'UK' ","'Firm choice' ",8625
2016 ,"'Group Q Linguistics, Classics and related' ","'UK' ","'Insurance choice' ",960
2016 ,"'Group Q Linguistics, Classics and related' ","'UK' ","'Other main scheme choice' ",130
2016 ,"'Group Q Linguistics, Classics and related' ","'UK' ","'Extra' ",105
2016 ,"'Group Q Linguistics, Classics and related' ","'UK' ","'Adjustment' ",35
2016 ,"'Group Q Linguistics, Classics and related' ","'UK' ","'Main scheme Clearing' ",990
2016 ,"'Group Q Linguistics, Classics and related' ","'UK' ","'Direct Clearing' ",200
2016 ,"'Group Q Linguistics, Classics and related' ","'UK' ","'RPA' ",135
2016 ,"'Group Q Linguistics, Classics and related' ","'EU (excluding UK)' ","'Firm choice' ",480
2016 ,"'Group Q Linguistics, Classics and related' ","'EU (excluding UK)' ","'Insurance choice' ",25
2016 ,"'Group Q Linguistics, Classics and related' ","'EU (excluding UK)' ","'Other main scheme choice' ",15
2016 ,"'Group Q Linguistics, Classics and related' ","'EU (excluding UK)' ","'Extra' ",10
2016 ,"'Group Q Linguistics, Classics and related' ","'EU (excluding UK)' ","'Main scheme Clearing' ",15
2016 ,"'Group Q Linguistics, Classics and related' ","'EU (excluding UK)' ","'Direct Clearing' ",10
2016 ,"'Group Q Linguistics, Classics and related' ","'EU (excluding UK)' ","'RPA' ",5
2016 ,"'Group Q Linguistics, Classics and related' ","'Not EU' ","'Firm choice' ",375
2016 ,"'Group Q Linguistics, Classics and related' ","'Not EU' ","'Insurance choice' ",35
2016 ,"'Group Q Linguistics, Classics and related' ","'Not EU' ","'Other main scheme choice' ",25
2016 ,"'Group Q Linguistics, Classics and related' ","'Not EU' ","'Main scheme Clearing' ",35
2016 ,"'Group Q Linguistics, Classics and related' ","'Not EU' ","'Direct Clearing' ",15
2016 ,"'Group Q Linguistics, Classics and related' ","'Not EU' ","'RPA' ",25
2016 ,"'Group R European Languages, Literature and related' ","'UK' ","'Firm choice' ",2455
2016 ,"'Group R European Languages, Literature and related' ","'UK' ","'Insurance choice' ",290
2016 ,"'Group R European Languages, Literature and related' ","'UK' ","'Other main scheme choice' ",15
2016 ,"'Group R European Languages, Literature and related' ","'UK' ","'Extra' ",20
2016 ,"'Group R European Languages, Literature and related' ","'UK' ","'Adjustment' ",10
2016 ,"'Group R European Languages, Literature and related' ","'UK' ","'Main scheme Clearing' ",300
2016 ,"'Group R European Languages, Literature and related' ","'UK' ","'Direct Clearing' ",35
2016 ,"'Group R European Languages, Literature and related' ","'UK' ","'RPA' ",15
2016 ,"'Group R European Languages, Literature and related' ","'EU (excluding UK)' ","'Firm choice' ",245
2016 ,"'Group R European Languages, Literature and related' ","'EU (excluding UK)' ","'Insurance choice' ",15
2016 ,"'Group R European Languages, Literature and related' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2016 ,"'Group R European Languages, Literature and related' ","'EU (excluding UK)' ","'Extra' ",5
2016 ,"'Group R European Languages, Literature and related' ","'EU (excluding UK)' ","'Main scheme Clearing' ",10
2016 ,"'Group R European Languages, Literature and related' ","'EU (excluding UK)' ","'RPA' ",5
2016 ,"'Group R European Languages, Literature and related' ","'Not EU' ","'Firm choice' ",70
2016 ,"'Group R European Languages, Literature and related' ","'Not EU' ","'Insurance choice' ",5
2016 ,"'Group R European Languages, Literature and related' ","'Not EU' ","'Main scheme Clearing' ",5
2016 ,"'Group T Non-European Languages, Literature and related' ","'UK' ","'Firm choice' ",800
2016 ,"'Group T Non-European Languages, Literature and related' ","'UK' ","'Insurance choice' ",80
2016 ,"'Group T Non-European Languages, Literature and related' ","'UK' ","'Other main scheme choice' ",15
2016 ,"'Group T Non-European Languages, Literature and related' ","'UK' ","'Extra' ",5
2016 ,"'Group T Non-European Languages, Literature and related' ","'UK' ","'Main scheme Clearing' ",85
